,puntuacion_imdb , direccion , guion , argumento , duracion , titulo, anio
695,5.8,"['Conor Mc', 'Mahon']","['Conor Mc', 'Mahon']","An under twelves hurling team, led by Coach Cathal, get lost while traveling to an away game. They stop to get their bearings and encounter The Braineater.",11,the braineater,2001
696,6.8,David Fribush,David Fribush,An overzealous security guard meets ultimate evil in the form of a professional shoplifter.,-,defending the super$ave,2001
697,7.9,Nick Palmer,Nick Palmer,"A teenager with no confidence meets what seems to be the girl of his dreams one night at a coffee shop. However, once they get to a party together, he quickly discovers that she's way more than he can handle.",28,one angry dwarf,2001
698,6.9,Marc Malze,Marc Malze,"A shy acupuncturer discovers a secret: His needles are not only healing his patient, but punched to the right place, they open up his body - and it's hollow like an empty suitcase! Our hero can't resist and slips into that new envelope. Being now unrecognized he feels like a self-confident superstar and is experiencing several amusing adventures. But then he finds out... Leer todo",15,who is who?,2001
699,6.5,Gert Embrechts,Gert Embrechts,-,4,vincent,2001
700,8.1,"['Richard Etchison', 'Martin L. Kelley']",Martin L. Kelley,Mockumentary about an aging boy band still trying to make it in the music industry.,36,boy@nt!,2001
701,8.3,Glenn Fraser,Glenn Fraser,"A woman discovers the secret of her power exists not in the arms of her lovers, but deep within her own sexuality.",14,slipper,2001
702,6.1,Abel Ferry,"['Abel Ferry', 'Gilles Pujol']","Two violent bank-robbers hide in a hotel room. Traditionally, she celebrates by having sex with her partner after a heist, but this one prefers playing helicopter by hanging to the ceiling fan. Wrong move; now she is getting pissed off.",6,"putain, la vieille faut pas l'énerver!",2001
703,5.9,Cathal Gaffney,-,"A schoolgirl, interviewed for television, tells a somewhat unconventional version of the story of John the Baptist, which we see illustrated.",5,give up yer aul sins,2001
704,-,Nick Donkin,"['Colin Batty', 'Nick Donkin']",-,5,hubcap,2001
705,-,"['Susan di', 'Rende']","['Susan di', 'Rende']",-,10,little miss malice,2001
706,7.4,"['Jeanette Hain', 'Andi Niessner']",Andi Niessner,-,15,björn oder die hürden der behörden,2001
707,-,Tadao Miaqui,Vila Cruzeiro's Children,-,9,o tamanho que não cai bem,2001
708,6.6,Sabine Michel,Thomas Wendrich,-,13,hinten scheißt die ente,2001
709,8.8,-,"['Jeff Korn', 'Dan Rosenberg']","The first reality sitcom, this show centers around the lives of three guys living in the same apartment in the valley with no jobs, no prospects and no clue.",10,schmucks!,2001
710,7.2,Gustavo Salmerón,Santiago Chávarri 'Aco'Gustavo Salmerón,-,20,desaliñada,2001
711,7.8,Andrew Edger,Andrew Edger,-,-,wanker,2001
712,-,Daniel Martínez Lara,Daniel Martínez Lara,-,6,w.c.,2001
713,9.1,Bill La Mond,Bill La Mond,-,7,way cool?,2001
714,-,"['Karine Bertani', 'Lisiane Cohen', 'Wagner da Rosa']","['Karine Bertani', 'Ivana Verle']",-,13,por um fio,2001
715,6.2,Borja Cobeaga,Borja Cobeaga,An older virgin hires a young man to be her first.,12,la primera vez,2001
716,7.9,Giada Del Drago,Tara Hungerford,-,10,mon amour mon parapluie,2001
717,5.6,Nicholas Peterson,-,Harry is a sick old man. All he wants is some cookies.,5,cookies for harry,2001
718,6.6,Philip Rogan,Philip Rogan,-,-,life in the middle,2001
719,-,Zac Adams,Zac Adams,A teenage girl looking for an easy job gets more than she bargains for.,11,baby sit,2001
720,6.8,"['Eddie Kanani', 'Freidon Mobaraki']","['Eddie Kanani', 'Freidon Mobaraki']","Daniel meets and falls head over heels in love with persian girl Marjam. Everything is swell til Marjam's parents wants to meet her new boyfriend over a cozy dinner. Daniel who do not know much about persian manners freaks out and turns to his persian friend Homan for help. Homan, a playful helpless don juan with a slight touch of evil can't resist to grasp the opport... Leer todo",21,mellan himmel och hästben,2001
721,6.4,Karim Adda,Karim Adda,-,16,boomer,2001
722,-,Jean-Christophe Barc,Jean-Christophe Barc,-,9,la methode à frédo,2001
723,6.3,Andrew Putschoegl,Al Griggs,"Michael is a telemarketer selling magazine subscriptions. He lives with his grandmother, sends his finished novel off to publishers, and has virtually no social life. One day he makes a cold call (by phone) to a woman named Julie who mistakes him for a pediatrician who's supposed to call her for a blind date - a friend of a friend. She tells Michael she's a hairdresse... Leer todo",14,cold call,2001
724,5.6,Chris Cooke,Chris Cooke,"A salesman tries to juggle the stress of his job with his increasing alcoholism, while his long hours away from home mean his family life has all but collapsed in the quest for sales.",8,shifting units,2001
725,7.3,Graham Elwood,"['Timothy A. Bennett', 'Graham Elwood']",A Featured Short Film Presentation.,15,hello junkie,2001
726,4.5,Roberto Berliner,Roberto Berliner,"Edited scenes with pop Brazilian singer and composer Gilberto Gil, trying to conclude a train of thought, but never finishing a sentence.",1,afinação da interioridade,2001
727,6.9,Ernesto Foronda,Ernesto Foronda,"When a fledgling gay boy is afraid to buy gay porn at the local newsstand, his straight friend agrees to help out. But it's tougher than it seems.",5,the favor,2001
728,4.2,Willard Morgan,"['Willard Morgan', 'Jeff Orgill']","The definitive guide to getting to the top in Hollywood! Award-winning actor/director Willard Morgan takes us on the journey, aiming his camera at several successful industry veterans who share their secrets with him but when he turns his lens on Michael Moore, the documentary film director, he learns an unexpected lesson.",27,fever pitch,2001
729,-,Joe Winters,-,-,12,hitch'd,2001
730,-,Boris Mojsovski,-,Musicians battle over an empty prairie field until one man arrives and unites them to play together as one.,7,symphony,2001
731,7.9,"['Chris Mc', 'Hallem']","['Chris Mc', 'Hallem']","On a rainy night in Dublin, two cops try to find a missing finger at a cab rank.",12,this little piggy,2001
732,8.1,Julian Moss,Julian Moss,An up-market blind date arranged through an exclusive agency sets up an attractive woman with a well-spoken Englishman in a Brentwood mansion. Despite their obvious attraction we discover that the two characters are not exactly what or whom they say they are.,15,the guest of honor,2001
733,6.4,Cath Le Couteur,Cath Le Couteur,"A stylish comedic tale of sex and revenge played out between a maid, a female executive and a bottle of starch...",6,starched,2001
734,7.9,Douglas Horn,Douglas Horn,"When two filmmakers discover their blockbuster is really just a bust, they cut together every half-decent shot into a misleading trailer to dupe audiences and save their careers.",9,trailer: the movie!,2001
735,5.5,Robert Farrar,Robert Farrar,"In his dream home, Matthew brings his handsome boyfriend, Dominic, breakfast in bed. But the idyll is shattered by Dominic's increasingly monstrous and bizarre behaviour.",15,sunday morning,2001
736,6.3,Uwe Irnsinger,Uwe Irnsinger,"When a man in two hand casts enters a mens room and the only other man present is a rough biker type, what's a man to do?",5,null null,2001
737,-,Torin Stefanson,"['Teri Armitage', 'Torin Stefanson', 'John Thronberg']",A mopey slacker decides to commit suicide live on his webcam.,6,jon's online suicide diary,2001
738,8.4,Asaf Benny,Asaf Benny,"Buddy can't find his tennis ball, but he ends up finding something else.",-,buddy finds the neighbour's wife,2001
739,7.2,Doug Schachtel,"['Noah Haidle', 'Doug Schachtel']","Set in a women's self-defense class, ""Gym Short"" combines the good parts of ""The Sound of Music, "" terrifyingly real self-defense action sequences, and a good ol' fashioned romance between the tallest girl in class and short guy named Jim.",18,gym short,2001
740,5.7,Janne Widmark,Janne Widmark,-,13,kollektivet barata - den gordiska knuten,2001
741,6.8,Carlos Cuarón,Carlos Cuarón,-,4,noche de bodas,2001
742,-,Bengt Strömbro,-,-,10,fanny & ronny - bakom kulisserna,2001
743,-,Harold López Garroz,Harold López Garroz,A deaf girl wakes up from an operation that is suppossed to restore her ability to hear.,2,el gran día,2001
744,6.8,Joy Phillips,Joy Phillips,"You won't be bored with these great new chicken dishes - sure to put a dinnertime smile on everyone's face! Chicken Saltimboca with Sautéed Spinach and Mushrooms; Niçoise Chicken with Capers, Tomatoes and Olives; Greek Style Braised Chicken with Carrots, Scallions, Lemon and Dill.",13,kickin' chicken,2001
745,6.5,Brian Herskowitz,Brian Herskowitz,In the not too distant future an old actor waxes philosophically about a career that never happened and remembers his struggles on the streets of Hollywood.,12,odessa or bust,2001
746,7.7,James Pilkington,James Pilkington,"Sweet is a ten minute short film, which follows the ups and downs of Pete Sweet's (portrayed by Noel Fielding) relationship with his friend Dave's sister, Poppy, who just so happens to be imaginary.",10,sweet,2001
747,-,Sylvain Gillet,Sylvain Gillet,-,7,lacryma-christine,2001
748,-,Henri-Paul Korchia,Henri-Paul Korchia,-,19,la véritable histoire de nono caneton,2001
749,7.7,Paul Murphy,Paul Murphy,"A man, in desperate need of help with a very personal matter, rings up a psychologist's radio show, with disastrous consequences.",-,crossed lines,2001
750,-,Greg Williams,Greg Williams,-,18,vitalogy,2001
751,6.6,David Bourla,Steve Oedekerk,"The Bat Thumb must stop another villian from taking over his precious city, only this time he will have to stop No Face in the hardest battle to date.",28,bat thumb,2001
752,7.6,"['Chris Stenner', 'Arvid Uibel', 'Heidi Wittlinger']","['Chris Stenner', 'Arvid Uibel', 'Heidi Wittlinger']","Apparently, rocks are having conversations all around us, but they talk very, very slowly...",8,das rad,2001
753,-,Hernán Belón,Hernán Belón,-,10,pesque y pague,2001
754,1.6,John Corcoran,John Corcoran,"Poultry in Motion Is a comedy about three separate guys who walk into a corner-shop at different intervals during the day. The difference is that they are all dressed in chicken suits and the shop itself is being held up by a blind man. The first ""chicken"" enters looking for cigarettes, the second enters looking for sweets for his children and the third enters in an a... Leer todo",-,poultry in motion,2001
755,5.7,Enrique Andrés,Enrique Andrés,-,12,comunicación,2001
756,-,Luis Benito Rueda,-,-,-,el vengador indeciso,2001
757,-,Ane Muñoz,"['Ane Muñoz', 'Xavi Sala']",-,15,basurdea,2001
758,-,Fernando Trullols,Fernando Trullols,-,24,desde la ciudad no se ven las estrellas,2001
759,-,-,-,Ver la información de la producción en IMDbPro,11,611,2001
760,3.1,Juan Alberto de Burgos,Juan Alberto de Burgos,"Two door-to-door preachers accidentally call on some drug dealers, with unforeseen results.",13,de camellos y profetas,2001
761,-,"['Manuel Feijóo', 'Beatriz G. Cruz']",Beatriz G. Cruz,-,6,cachito mío,2001
762,-,Cora Peña,"['Javier Cea', 'Pablo Guapo', 'Gonzalo Oya']",-,17,galáctea,2001
763,-,Juan Carlos García-Sampedro,-,-,-,llámame,2001
764,-,Fernando de France,Fernando de France,-,34,flor de lotro,2001
765,-,Eduardo Bajo Ulloa,Eduardo Bajo Ulloa,-,30,el hombre ubícuo,2001
766,8.0,Sergio Catá,Sergio Catá,-,21,el hombre que volaba un poquito,2001
767,6.7,Panagiotis Fafoutis,Panagiotis Fafoutis,-,12,o gogos,2001
768,8.4,R. Robles Rafatal,"['R. Robles Rafatal', 'Belén Sánchez-Peinado']",-,15,"¡manuela, el cinto!",2001
769,-,-,-,Reparto principal,10,pneuma (aire),2001
770,-,-,-,Ver la información de la producción en IMDbPro,11,el tercer rey,2001
771,-,Gabriel Velázquez,"['Ricardo Luis González', 'Gabriel Velázquez']",-,10,soldaditos de latón,2001
772,-,-,-,Reparto principal,10,wc 's,2001
773,-,-,-,Reparto principal,8,vivir en marte,2001
774,5.8,Richard Clark,Jonathan Romney,"A man and a woman sit having dinner. We witness this from the man's POV. However the man is a messy eater of the pasta and gets some on his eye. When he starts to clean it, it falls out and rolls along the floor sparking a chase around the restaurant, much to the woman's embarrassment.",3,one eyed jacques,2001
775,-,Belén Santos,Belén Santos,-,14,otro tiempo,2001
776,6.4,Sergio Barrejón,Sergio Barrejón,-,6,el paraguas,2001
777,5.1,Morten Hovland,Morten Hovland,"Konrad and Roger robs a bank, but shit happens when Konrad discovers that Linda works there...",5,shit happens,2001
778,-,Mique Beltrán,-,-,20,tequila.com,2001
779,-,Ignacio Delgado Zambrano,-,-,20,la pelota,2001
780,-,Juan Francisco Padrón,Mercedes Domínguez,-,27,la última excursión,2001
781,6.4,"['Robert Mac', 'Lean']","['Robert Mac', 'Lean']","Three guys appear at the Gates of Heaven, stunned. St Peter himself is surprised to see them there all at once. The first guys flashback shows him delivering leaflets in an apartment building. When he comes out, a refrigerator falls on him. The second guy dies of a heart attack, throwing the refrigerator off a balcony. The third guy? And why is he naked?",7,the moment of accepting life,2001
782,-,Mallory Eisenstein,"['Mallory Eisenstein', 'Tria Katz']","A Hollywood parody about the trials of an aspiring actress. Katie Katz, a struggling actress, asks her boss to set up a meeting with the Melrose Place casting agents. Her boss gets her the audition but, when Katie is asked back to read for the producers, she takes her one line a bit too far.",14,see for yourself,2001
783,5.9,Philip Euling,Philip Euling,-,4,laud weiner,2001
784,7.8,Michael Bennett,Michael Bennett,-,13,cow,2001
785,4.6,Christo Garcia,Christo Garcia,"It's the 1970's...disco, big hair, bell bottoms, and the internet is still in it's infancy. This is the story of how Morpheus became the one...who would find...the one.",35,that 70's matrix,2001
786,8.0,Rodrigo Bellott,Rodrigo Bellott,This film skewers the audience's prejudices when the subtitles abandon their usual chore of translating what is said and start talking directly to the audience.,10,sexo,2001
787,7.8,Phil Traill,Phil Traill,-,10,flipped,2001
788,8.3,Sara Jochums,"['Eric Conner', 'Sara Jochums']","1943. A 'B' theater company attempts to put on a great musical, despite bad actors, shootings, and the mob. The show must go on!",12,intermission,2001
789,8.3,Stephanie R.M. Smith,"['Stephanie R.M. Smith', 'Casey-Leigh Thinnes']","Far on Foot is a darkly humorous drama that follows Sophie Cartwright, a journalist who takes on the responsibility of a lifetime as she persuades her dying father, Christopher, to undergo a last hope, alternative cancer treatment abroad. Having just landed on U.S. soil, their strained relationship begins to surface as Christopher's suitcase fails to arrive at the bag... Leer todo",22,far on foot,2001
790,7.1,Bruno Bozzetto,Bruno Bozzetto,A comedic look at adhering to driving rules.,3,yes & no: a dyseducational road movie,2001
791,6.8,Andrew Lancaster,Brian Carbee,"A middle aged man tries to communicate with his ailing mother, despite her colorful misuse of the English language.",8,in search of mike,2001
792,7.6,"['Thomas Oberlies', 'Helge Weichmann']","['Thomas Oberlies', 'Helge Weichmann']","An interior view of a mechanical typewriter. The letters everyday life is boredom, smalltalk and - of course - constant fear of the threat of the ribbon.",3,flatsch,2001
793,6.3,"['Tom Heaney', 'Colm Mc', 'Manus']","['Tom Heaney', 'Colm Mc', 'Manus']","A young criminal is taught to walk away from a crime scene and never run by his Uncle, a hitman. However he is a purse snatcher and soon learns that it is better to run away instead. He continues his trade with success until he steals a bag full of drugs belonging to a local crime lord. Can he turn to his uncle at this time for advice? Well, no, cause his uncle has be... Leer todo",10,don't walk,2001
794,5.5,Olivier Laubacher,Olivier Laubacher,-,15,"un vol, la nuit",2001
795,5.2,Keir Serrie,"['Garth Mueller', 'Keir Serrie', 'John Webb']",Herb Zipper's comedic infomercial about the joys of cyber sex.,7,how to be a cyber-lovah,2001
796,6.3,Marion Moreau,Marion Moreau,-,4,la mémé et le bébé,2001
797,-,Jeff Spoonhower,Jeff Spoonhower,-,4,hypertension,2001
798,-,El Diablo,El Diablo,-,5,sunday morning aspirin,2001
799,-,Ben Bowman,"['Ben Bowman', 'Tom Seltz']","The sun has burned out and the baldest man always wins in this stylized satire on rivalry set in the industrial retro-future of New Detroit. Underdog inventor Barnaby must battle the charming Eddie Bottoms for his rightful recognition and for the affections of Penelope, the office minx.",15,new detroit,2001
800,7.1,"['Stefan Hillebrand', 'Oliver Paulus']","['Stefan Hillebrand', 'Oliver Paulus']",-,21,die wurstverkäuferin,2001
801,7.4,"['Tim Drage', 'Tony Mines']",-,"This film is an American medieval comedy film, and it is a recreation of the Camelot scene from the film Monty Python and the Holy Grail. It follows King Arthur and several of his knights, who decide if they should got to Camelot.",2,monty python & the holy grail in lego,2001
802,8.1,"['Connie Di', 'Cicco']","['Connie Di', 'Cicco', 'C.J. Julian']",-,16,the penny game,2001
803,7.9,Anthony C. Ferrante,Anthony C. Ferrante,-,-,the surreal world: tatooine episode 1.5,2001
804,7.6,Peymon Maskan,Adam Fine,"This Hollywood satire follows The Cappy and Stroke: two disillusioned but hopeful Damonaffleck wannabes who have written TAXI DRIVER II and must find Robert De Niro to star. Their young Ovitzian, agent Richard, is using them to get to their unrepresented Cousin, Kin Shriner. Under Richard's thumb, junior agent Belinda, tired of being stepped on, fights to gain a footh... Leer todo",33,looking for bobby d,2001
805,-,"['Casey P. Chinn', 'Brett W. Nemeroff']","['Casey P. Chinn', 'Brett W. Nemeroff']",Short Film Starring Betsy Brandt.,13,the red boot diaries,2001
806,8.1,Peter Hunziker,Peter Hunziker,Coca-Cola Refreshing Filmmaker short in which a delusional woman living in a trailer in the middle of nowhere is inexplicably able to answer every one of the obscure trivia questions from her favorite TV game show. Wait until you see how she does it!,1,you too could be a winner!,2001
807,-,Jérôme Soubeyrand,Jérôme Soubeyrand,-,-,qui cherche trouve,2001
808,-,"['Greg Mc', 'Donald']","['Greg Mc', 'Donald']",An employee orients himself to his co-workers at the company party.,4,employee orientation,2001
809,-,"['Jeremy Habig', 'James Henschen']",James Henschen,-,-,looking in the fishbowl,2001
810,6.9,Phil Mulloy,Phil Mulloy,"Once upon a time there was a war between earth and the planet Zog. The two vast space fleets took off to do battle but, at the point of contact in deep space, the earth crews were smelling their girlfriend's underpants while the Zog's were distracted watching porn # and so they passed one another. 30 years later the Zog have invaded earth unnoticed. One man, Dwight Ho... Leer todo",15,intolerance ii: the invasion,2001
811,-,Liesel de Boor,-,"WW2. A Cat is Called to Serve. He was brave, loyal and true, until the dreadful Germans got him with the poison gas. Or so the story goes...",-,cat lady,2001
812,8.1,"['Greg Mc', 'Donald']","['Greg Mc', 'Donald']","Any good film director knows all one needs to tell any story are a few bikini-clad women and a couple of tubes of sun tan lotion. Anything more and you're relying on gimmicks. Master of cinema, Mac Kelly, reveals his award winning formula.",26,"mac kelly, life in the director's chair",2001
813,8.4,Eduardo Cisneros,Eduardo Cisneros,-,-,silent story,2001
814,-,"['Ian Mc', 'Cain']","['Ian Mc', 'Cain']",-,22,not a trace of tracey,2001
815,8.7,Mike Restaino,Mike Restaino,"""ShowChickens"": Or, ""How a young man battled levitating poultry, heinous tobacco-spitting zombies and international chicken espionage for the love of a sassy teenage maiden.",12,showchickens,2001
816,7.7,Nick Corirossi,Nick Corirossi,"A young writer interests Hollywood with his screenplay, only to have his actor steal all the glory.",15,spiddles,2001
817,-,Patrick Bosso,"['Thierry Aflalou', 'Patrick Bosso', 'Francis Mizio']","A man testifies on the stand. Must say it was close. This dangerous psychopath, whom everyone was looking for, was almost breaking into his house. But in fact, he hadn't really gone near the man's house, he had gone to his neighbor's home.",9,faute de grive,2001
818,-,"['Gary D. Rhodes', 'Bob Stovall']",-,-,-,chair,2001
819,-,Jeff Orgill,-,-,5,s.u.v. driving lady,2001
820,-,Per Lindgren,Per Lindgren,-,23,vier brillen blues,2001
821,-,Fabio Cavallo,Andrea Zannoni,-,9,casino cinebrivido,2001
822,6.9,Marie Rose,Marie Rose,"On Christmas Eve in 1968 six-year-old army brat Clairee simultaneously learns the hard truth about Santa Claus and the realities of war. Her bullying older brother Mickey informs her that Santa insn't real and that their absent father is actually far away, serving his country in the Vietnam War.",20,father xmas,2001
823,6.2,Melody Mooney,Melody Mooney,Comedic vampire parody of MTV's The Real World. What happens when a bunch of vampires live together and stop being polite? The Dead World!,32,dead world,2001
824,-,Steve Salinaro,Steve Salinaro,-,-,shooting blanks,2001
825,-,Steve Spiro,"['Steve Spiro', 'Angela Stimson']",-,15,the goddess within,2001
826,6.9,Pat Mills,"['Pat Mills', 'Alyson Richards', 'Becky Johnson']",-,18,the affected turtleneck trio,2001
827,-,John Bolton,-,"A mild mannered book store employee goes on a blind date with an obnoxious tree surgeon and ends up treading water in a sea of bad taste and retarded sexuality. Warning: profanity, nudity and unbelievably bad table manners.",10,blind date,2001
828,6.2,"['Daedalus Howell', 'Jerry Rapp']","['Daedalus Howell', 'Jerry Rapp']","Sisters Trudy and Judy take their first field trip to the ""other-side of the tracks,"" where they meet new friends and share new experiences -- with ""those people...""",5,let's meet those people,2001
829,5.0,Brad Peyton,Jennifer Kennedy,-,15,ted,2001
830,-,Renée Brack,Renée Brack,-,2,beast,2001
831,-,"['Ross Minichiello', 'Margarett Perry']",Brian Dykstra,-,21,another bed,2001
832,-,Nelson Zagalo,-,"One day, a happy dog turns into pink. What will he do to return to natural clolour.",5,trincas - rosa choke,2001
833,8.2,"['Ciarán Foy', 'Andrew Legge', 'Conor Mc', 'Mahon']","['Ciarán Foy', 'Andrew Legge', 'Conor Mc', 'Mahon']","A brutal murder leads to the investigation that uncovers a hidden secret. The clock is ticking for what may be a tragic end. 1902 is the silent short story of forbidden love, blind justice, and betrayal.",10,1902,2001
834,-,Vibeke Muasya,Vibeke Muasya,-,15,den lille skrædder,2001
835,9.1,"['Nicolas De', 'Grazia']","['Nicolas De', 'Grazia', 'Daniel Kullman', 'Charles Turck']","Death and Santa Claus are friends from way back, as anyone might imagine. They meet at the local bar one day where Santa asks Death to do him a small favor and please bump off Mrs. Claus, of whom he's grown quite tired. Death is reluctant to do so however, because he's having an affair with her.",20,the death affair,2001
836,-,Ron Johnson,Ron Johnson,An investigation into a possible plot to hook America on Ketchup.,12,the ketchup conspiracy,2001
837,7.7,Julie Dare,Julie Dare,"All Megan wants is to join her friends' exclusive ""Womens Issue"" club. Only problem? She doesn't have any womens issues! So, to join, Megan must find a boy to kiss. Easier said than done.",7,kiss,2001
838,6.2,Martin Valente,Martin Valente,-,9,ta soeur,2001
839,4.1,Emily James,-,-,23,a brief history of cuba in d minor,2001
840,6.5,Ruben Fleischer,"['Karen Kilgariff', 'Mary Lynn Rajskub']",-,14,the girls guitar club,2001
841,8.6,Dimitri Molimis,Dimitri Molimis,-,12,the braindead,2001
842,5.3,"['James Erskine', 'Danny Mc', 'Cullough']",Emily Corcoran,-,13,the invitation,2001
843,-,Konrad Sattler,Konrad Sattler,"Oranges are being squeezed through a juicer. The liquid splashes into a glass. Mary watches hypnotized as the juice spills over. Her bladder reacts instantly. She's on her way home, carrying heavy shopping bags. Men can relieve themselves at a tree or wall. Women can't. What an unjustice: Mary must run!",5,marie muß rennen...,2001
844,7.7,"['Raul Allikivi', 'Kaaren Kaer', 'Andres Korberg']","['Raul Allikivi', 'Kaaren Kaer', 'Andres Korberg']",An intrepid (but simple) knight embarks on a quest to save innocent virgins and discovers a Great Evil has been unleashed in a nearby monastery.,32,tapja õllejogurti rünnak,2001
845,5.2,Rita Glória Curvo,"['Rita Glória Curvo', 'Satria Anthony Sudarbo']",-,12,kranke schwestern,2001
846,-,Mario Tondato,Mario Tondato,-,30,reventó el chocón,2001
847,5.5,Martine Doyen,Martine Doyen,Paulette's family come together to celebrate Easter in a bar.,30,pâques au tison,2001
848,4.4,Tony Nittoli,Tony Nittoli,Another Tony Nittoli live action/animated film. A Dog obssesses over the break-up with his human girlfriend. Riddled with jealousy and paranoia he becomes her stalker.,5,beware of dog,2001
849,6.3,Philip John,Philip John,A lethal tale of nun-upmanship.,5,sister lulu,2001
850,6.2,Juan Pablo Zaramella,Juan Pablo Zaramella,-,4,el desafio a la muerte,2001
851,-,Hector Maldonado,"['David Holman', 'Hector Maldonado']",Frank is an emotionally-challenged young man. Mary is his girlfriend. Mary wants to get married. Frank has no idea what he wants. Frank thinks bad thoughts. Mary fucks his hair up. This is a love story.,8,frank & mary,2001
852,5.6,"['Tom Whitman', 'Dustin Woehrmann']",-,An animated retelling of the Greek legend of the abduction and rape of Ganymede. But can you rape the willing?,10,the rape of ganymede,2001
853,-,Clayton Jacobson,"['Christine Bartlett', 'Clayton Jacobson']",-,7,tickler,2001
854,5.5,Andonis Samourakis,"['Dionysis Haritopoulos', 'Andonis Samourakis']",-,18,ta garsonia sta anapsyktiria,2001
855,5.5,Katy Kurtzman,Katy Kurtzman,"Randy's got problems. He likes men... straight men. Alex, the pool boy next door is the center of Randy's neurotic crisis on this hot Summer day. Unaware of Randy's plight, Alex is consumed with his own sexual obsession. In fact, almost everyone is hot for someone.",14,the pool boy,2001
856,5.0,Stefan Holtz,Stefan Holtz,-,15,déjà vu,2001
857,7.4,Hiroshi Nishikiori,Kiyohiko Azuma,A short compilation of humourous sketches featuring a group of friends in high school.,6,azumanga daioh,2001
858,-,George Newnam,George Newnam,"A wife's vengeance is complete when she invites her mean spirited husband to a special dinner gathering. It will be hosted by a couple of rather eccentric marriage counselors named Victor and Agatha Griswald. They have just the thing to put her marital problems to rest. Topics such as love, sex, and even death, will be dished up at a FEAST the guests will never forget... Leer todo",30,feast,2001
859,-,Yiuwing Lam,Yiuwing Lam,An awkward tomboy looks forward to her big date only to realize that sometimes beauty is only skin deep.,16,blue love,2001
860,-,Esau Melendez,-,-,15,escucha!,2001
861,8.9,David Portorreal,David Portorreal,-,23,the things we do for love,2001
862,7.6,Tatsuo SatôMasaaki Yuasa,"['Nekojiru', 'Tatsuo SatôMasaaki Yuasa']",A young anthropomorphic cat goes on a psychedelic journey with his sister in order to save her soul.,34,nekojiru-sô,2001
863,-,Justin Downing,Justin Downing,-,5,bingo,2001
864,6.3,"['Nikolaj Feifer', 'René Kammersgaard', 'Nikolaj Pheiffer']","['Nikolaj Feifer', 'René Kammersgaard', 'Nikolaj Pheiffer']",-,27,hjerternes fest,2001
865,6.6,Bryan Boyce,Bryan Boyce,"Emerging over the hillside comes a laughing sun. The sun, with the face of George Walker Bush, recognizes something. There are rabbits running around the oil fields! Beams emerge from his eyes and begin blasting everything in sight!!",2,state of the union,2001
866,-,"['Christofer Graham', 'Jeffrey Perlmutter']",Jeffrey Perlmutter,-,-,mute & motormouth,2001
867,-,Paul Francis Sullivan,Ritch Duncan,Comedian Ritch Duncan returns to his hometown of Concord Massachusetts to see if anything remains of Thoreau's Walden Pond.,12,henry david thoreau: role model,2001
868,-,Ken Perko,-,Send-up of those over-earnest high school instructional films shown in health class in the 50's and 60's. This time with a queer twist.,7,your first date,2001
869,-,Jennifer Lazo,Jennifer Lazo,"You see them everywhere: Traffic Cones. Why are they so intent on warning us of dangers? Pro-Coners try to protect, shelter and even date these orange creatures. Anti-Coners claim there is a darker side of the cones. Both sides speak. Are the cones good or evil?",14,traffic cones,2001
870,-,Nickolaos Stagias,-,"A short good-natured ""battle of the sexes"" The things queer boys hate about queer girls and vice versa.",5,queer things i hate about you,2001
871,-,Draper Shreeve,-,A bookworm encounters a hunky construction worker who expands his view of the world... among other things.,6,varieties of religious experience,2001
872,-,John Tordoff,John Tordoff,-,22,feeling lucky,2001
873,-,Deborah Abbott,Deborah Abbott,-,-,one night,2001
874,-,"['Rusty Nelson', 'James Mc', 'Clelland']",Rusty Nelson,-,10,monday morning coffee,2001
875,-,James Riseden,James Riseden,-,10,a.a.,2001
876,-,Tony Cammarata,Tony Cammarata,A young woman fights her parking ticket in front of Judge Uncle Sam.,20,jurisprejudice,2001
877,8.9,Devi Snively,Devi Snively,"A man falls in the shower and falls in love - a musical comedy about romance, humiliation and dancing bananas.",10,a soap opera,2001
878,-,Synthia Paulin,Synthia Paulin,"As Marion is walking out of the Parisian subway, she has a very unusual encounter.",3,p'tit manu,2001
879,6.4,Joshua Grannell,Joshua Grannell,Peaches Christ must hire a nurse to care for her ailing roommate and good friend Martiny after she overdoses on cheese.,12,season of the troll,2001
880,-,John Myrick,John Myrick,-,13,phoenix 5,2001
881,-,David Henri,David Henri,A shy guy thinks he has a date with a paranoid actress who only likes Stardom and Jogging with her big black dog.,6,supercake,2001
882,-,Roy Mitchell,-,A gay boy mixes his imagination with his favorite images from film and dance in this experimental short about moments that change one's life.,10,my life in dance,2001
883,6.0,Michel Gondry,Michel Gondry,"After he gets out of the toilets, a man is being chased by a human-sized turd, claiming to be the man's child. ""Why have you abandoned me?"" is the question the turd keeps on asking. First, the man is embarrassed by the annoying presence of the turd, then he slowly accepts it alongside him...",9,one day...,2001
884,-,Myles Reiff,Myles Reiff,"A mockumentary in the tradition of Waiting for Guffman, the Four Questions blurs the lines between fiction and reality as the cast goes into the streets of New York City and interacts with unsuspecting people. The Four Questions follows a New York City street performance group who sing doo-wop versions of modern dance songs on the streets and in the subways of New Yor... Leer todo",9,the four questions,2001
885,-,Ian Jarvis,-,-,5,porno tubbies,2001
