puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
-,Brandon Frye,"['Brandon Frye', 'Jeremy Otto']",A neurotic guy leans on his friends a little too hard...after kidnapping his girlfriend's dog.,-,Comedia,celine,2021
-,-,-,It continues nearly six years later.,-,Comedia,untitled 2nd epic nerf battle project,2021
8.5,Jamieson Tabb,"['Andrew J. Areffi', 'Sean Crouch', 'Bella Zoe Martinez']","When a custody petition arrives, 13-year-old Glory must force Lord Injustice out of his depression and give him the swift kick to get back out there doing what he does best - being a super-villain.",10,Comedia,glory & injustice,2021
6.7,Jason Park,Jason Park,-,16,Comedia,bj's mobile gift shop,2021
-,Lauren Cozzi,Lauren Cozzi,-,-,Comedia,the auditon,2021
-,Brandon Phipps,"['Jake Winter Newberry', 'Logan Spahitz']",-,-,Comedia,chuck!,2021
-,Sabina Olivia Lambert,Reem Taher,-,-,Comedia,headphones,2021
-,Andrew Acedo,Andrew Acedo,The story of a man ready to sing (to someone).,20,Comedia,sing (to me),2021
8.0,"['Enzo Cellucci', 'Ash Mc', 'Nair']","['Enzo Cellucci', 'Ash Mc', 'Nair']",-,18,Comedia,class,2021
-,James Raynor,James Raynor,"Ellie is a young woman at her wits' end. Unlucky in love and undervalued at work, her frustrations with life lead her to discover her uncanny talent for exploding skulls. Initially happening during outbursts of anger, soon her abilities began to spiral out of control and the head... Leer todo",35,Comedia,heads-a-poppin'!,2021
-,Megan Hayes,Megan Hayes,-,13,Comedia,perchance to dream,2021
8.3,Gabriela Garcia Medina,"['Gabriela Garcia Medina', 'Robert Villalobos']","A high school student obsessed with heist movies, must convince her best friend to help her rob a bank and save her Abuela (grandma) from getting evicted.",-,Comedia,the 90 day plan,2021
-,Sara Lattis,Sara Lattis,"A recently engaged woman gets another chance at living the happily-ever-after fairy tale that everyone around her appears to be enjoying. Falling short of expectations, she struggles with how to save herself and her relationship as she gives up her ""life's blood"" to keep her fian... Leer todo",7,Comedia,beats,2021
-,Benjamin Freemantle,Benjamin Freemantle,"Mixed Feelings is a surreal comedy about Tracey, a biracial man whose familial tension causes him to split in two. His two halves are forced to confront the complex dichotomies of his identity.",15,Comedia,mixed feelings,2021
7.5,Aubrey Smyth,"['Leah Mc', 'Kendrick']","A lonely millennial addicted to support groups disguises herself in different personas while trying to fit in, leading her on a theatrical journey which proves pretending to be someone you're not doesn't get you any closer to feeling seen.",12,Comedia,liza anonymous,2021
8.7,Mark Oxman,Mark Oxman,"Based on a true story, a family raises a doll as their own child.",23,Comedia,vinyl child,2021
6.4,"['Ania Gauer', 'Julien Gauthier']",Ania Gauer,"Marion has just moved to the German side of the French-German border to follow her boyfriend - Lukas - who recently got a job in a theater company. On the day of her 28th birthday, Lukas surprises Marion by proposing to her. Aged now 29 and 28, they have been together for three y... Leer todo",34,Comedia,comme des grands,2021
-,-,Skipper Elekwachi,-,-,Comedia,checkmate,2021
-,Seth Chitwood,Seth Chitwood,Two friends stage fail videos so they can try to get more views on their youtube channel.,10,Comedia,for the views,2021
8.0,Kyle Dunbar,"['Kyle Dunbar', 'Jeff Nazzaro', 'Zacharie Ready']",Susan gets quite the shock when she returns home to find her husband dead and their house cat up to no good.,2,Comedia,arnold & the purrfect murder,2021
4.6,Katy Erin,Katy Erin,"A physicist travels back in time to try to save her relationship - and in turn, the world.",-,Comedia,bootstrapped,2021
-,Obie Dean,"['John Collings', 'Obie Dean']",It's 3.15PM. A group of 5 women are in a room with 6 chairs a Tupperware box and half a sandwich.,-,Comedia,ex's anonymous,2021
8.5,Akanksha Cruczynski,"['Akanksha Cruczynski', 'Felicia Ferrara']",-,14,Comedia,close ties to home country,2021
6.1,Aniez,Aniez,-,-,Comedia,the wayward sisters,2021
-,Amit Jacobi,"['Amit Jacobi', 'Luca van Bambost']","An absurd farce about a therapist in a parallel universe who struggles to fake a smile, until a tip from a mysterious strawberry convinces him to delve deeper into his obsessions.",13,Comedia,smoothies for lost souls,2021
-,"['Kiosha Lee', 'Stevie A. Phillips II']","['Kiosha Lee', 'Stevie A. Phillips II']",Choices today can change your tomorrow. Two struggling aspiring actors decide to rob a bank to be able to compete in Hollywood successfully. Will they succeed and become A-List stars or will they end up behind bars?,-,Comedia,tour de force,2021
-,Jesserey Tugas,Jesserey Tugas,"In downtown Las Vegas, Vic, a middle aged bartender searches for a young girl's father who neglectfully abandons her in a casino lounge.",-,Comedia,all-in,2021
-,Zac Gates,Lorne Denton,"James is now caught between wanting to continue being the adventurous boy he was a year ago, however someone now is more of a mystery for him. Now he wants to spend less time with his best friend and starts spying on the girl that he once called names. He makes excuses not to go ... Leer todo",30,Comedia,the river at twelve: the transition,2021
-,Zac Gates,Lorne Denton,James now is at disagreement with his best friend and is defending the girl against him. He has fallen in love with her and wants to spend all his time with her. James takes her to the river where he and his friend use to hang out. James is now a teenager and the girl is all his ... Leer todo,30,Comedia,the river at thirteen: my love,2021
-,Lincoln Fenner,-,"A satirical comedy that turns drinking cultures on their head. In a world where lemonade is the tough man's drink and beer is for wimps, one man dares to be different, but at what cost?",-,Comedia,the fear of beer,2021
-,Sedrick Amar II,"['Sedrick Amar IIMatt Gould', 'Dan Zand']",A Director kidnaps a Writer to make the perfect movie.,-,Comedia,blood on the screenplay,2021
-,Garrett Spake,"['Job Spake', 'Thomas Blake', 'Garrett Spake']","Vengeful spirits attack a community swim club on the Fourth of July, and it's up to the beleaguered manager and his wacky staff to save the day.",-,Comedia,pool ghouls,2021
-,Randy Valdes,Randy Valdes,"Marlie, a dutiful assistant who dreams of being the theater's next star, struggles to wrangle a flamboyant cast of characters for a closing performance of ""The Bitter Tears of Petra von Kant"" their adaptation of Fassbinder's text. Along the way she learns that what she thought wo... Leer todo",30,Comedia,petra,2021
-,Jonas David,Kon Fincher,-,4,Comedia,drunk,2021
-,Inga Óskarsdóttir,"['Björk Guðmundsdóttir', 'Juliana Kristin Liborius', 'Silja Rós']",-,-,Comedia,mud,2021
-,"['Michael De', 'Santo']","['Michael De', 'Santo']","""A Heartfelt Change"" tells the story of Jake Lewis (Charles Wetzel Jr.) who is having relationship troubles with his girlfriend, Kara (Callie Bussell). A chance encounter with a trio of creepy puppets at the county fair changes everything, and now it's up to Jake, with the help o... Leer todo",38,Comedia,a heartfelt change,2021
-,Catherine Vouvray,Catherine Vouvray,-,-,Comedia,ira: cashing in,2021
-,Ori Manahan,Ori Manahan,A homeless man spends his life surviving day to day in a monotonous cycle. Each day simply fades into the next. But one day he gets an idea that will transform his life. The only question is: what will he do with his newfound opportunities?,-,Comedia,greg,2021
-,Emil Benjamin,Emil Benjamin,"Over the course of five vignettes, a handful of actors unravel to reveal their truest selves in a purgatory-like casting office.",19,Comedia,the breakdown parables,2021
-,Brent Howard,"['Brent Howard', 'Pride St. Clair']",A lowly office worker stumbles upon a floppy disk that will transform his life forever.,8,Comedia,mark ii,2021
-,Michael Paul Reyes,Michael Paul Reyes,Milton and Joan 's Daughter take over their legacy .,-,Comedia,date wars 10,2021
-,Brett Puglisi,Brett Puglisi,"When Reggie, the stressed out millennial, introduces his new girlfriend to The 420 Club he must respect her boundaries and wishes or risk blowing their relationship.",8,Comedia,the 420 club,2021
8.4,Ed Wiles,Ed Wiles,"You Eat Other Animals? is a short comedy in which two female aliens are about to show two happy-go-lucky male Earthlings untold wonders when they discover something stomach-churning about their guests. It is directed by Ed Wiles and stars Evanna Lynch, Anna Ballantine, James Eele... Leer todo",5,Comedia,you eat other animals?,2021
5.6,Martin Soudan,Martin Soudan,"Félix and Raphael have been friends since high school. At the dawn of their thirties, they meet on a Saturday to move a sofa. For Raphael, it is just a chore to share with his best friend. But Félix thinks different: he no longer wants this friendship and chose this opportunity t... Leer todo",15,Comedia,bons amis,2021
-,Jon Mancinetti,Jon Mancinetti,Anyone can be a hero in their brother's eyes.,25,Comedia,super bois,2021
-,Edward J. Douglas,Daniel Roy,"YOU'VE MET YOUR MATCH. When Melody decides to swipe a few hot guys on her augmented reality dating app, she meets her match in a man who may be more-or less-than meets the eye.",4,Comedia,swiped,2021
6.5,Greg Berman,Greg Berman,"Jay Schvartz, a recently single comedian, tells the story of his soured relationship on stage. However, the dissonance between the flashbacks of events that inspired the jokes and what he is saying to the crowd show the pieces of his heart he has yet to heal.",10,Comedia,she used to laugh,2021
-,David Bartlett,Koushik Chattopadhyay,"When a scientist manipulates the level of Junk DNA in her unromantic colleague, he turns into a weirdly artistic person and things get out of control.",-,Comedia,junk dna,2021
-,Zan Gillies,Zan Gillies,"Lucas has been struck by lightning twelve times. As the storm of the century approaches, he desperately tries to figure out what the universe is trying to tell him.",18,Comedia,last strike,2021
-,Vera Graziadei,"['Michel Faber', 'Vera Graziadei']","An unemployed, depressed creative-writing teacher attempts to restore his dignity in his daughter's eyes when everything else is lost.",-,Comedia,in the woods with a dead dog,2021
-,James Foster,James Foster,"After a terrible first night as a cardboard-clad vigilante, Matt wakes up to find he has gained cardboard superpowers.",-,Comedia,wrong way up,2021
-,Bernard Ansa,Bernard Ansa,Two rascals go back in time to see the 80s and find themselves biting off more than they could chew.,7,Comedia,the 80s,2021
9.0,Paireac Keane,Paireac Keane,"When his socks go missing in the wash, a failed science-fiction writer discovers a portal to a parallel universe in his washing machine where he meets another, better version of himself; or so it seems.",18,Comedia,wormhole in the washer,2021
-,Juan Ángel Hernández Moreno,Juan Ángel Hernández Moreno,"In a future where world leaders are appointed by lottery Lenny Hicks, a former rock star, becomes Prime Minister of the UK against his will.",24,Comedia,city of pigs,2021
-,Tamiah Bantum,"['Annelise Dekker-Hernandez', 'Ally Iseman']","A mess of a millennial is haunted by the ghost of her almost-ex-girlfriend who she accidentally killed in the midst of a breakup and who is determined to make her a better person, even if it's the last thing she ever does. Which it is.",11,Comedia,over my dead body,2021
-,William Pinkham,William Pinkham,A getaway driver is forced to rethink his current situation when confronted with the concept of manfesting his future.,29,Comedia,getaway,2021
7.0,"['Daniel Ojari', 'Michael Please']","['Daniel Ojari', 'Michael Please', 'Sam Morrison']",-,32,Comedia,robin de roodborst,2021
-,Yannis Zafeiriou,Josh Allen Goldman,A suggestive glance at a crowded bus stop becomes more than Jesse and Derek bargained for.,8,Comedia,don't frighten the horses,2021
-,Mj Dixon,Grant Kempster,"Desperate to propose to his girlfriend on a romantic night out in Milton Keynes, Neil's best efforts are thwarted at every turn by an unwitting adversary. As he navigates the city via every film genre conceivable, can Neil finally get around to popping the question before Amanda ... Leer todo",10,Comedia,roundabouts,2021
6.5,Carmine Bicchetti,"['Carmine Bicchetti', 'Garrett Guidera', 'Stephanie D. Wolf']","At a dinner party in the Hollywood Hills, Lorenzo and Kitty (with the help of some Hollywood legends and a few unexpected guests) must convince an immigration officer that their phony marriage is actually legitimate; or else Lorenzo could risk deportation.",-,Comedia,tuxedo terrace,2021
-,"['Kathryn Ferentchak', 'Sarineh Garapetian']",Sarineh Garapetian,"While hoping of an Instagram-worthy story, they adopt a cat and stumble upon something far less settling than extra calories.",-,Comedia,"pussy, pussy, bling, bling",2021
-,Jorja Hudson,Jorja Hudson,Four friends quit their antidepressants together cold turkey and all experience very different side effects.,12,Comedia,withdrawals,2021
-,Aiden Cardei,Aiden Cardei,"In the middle of the night, Arthur sleep-talks one of his darkest sexual fantasies. Now he and his wife must deal with the repercussions.",7,Comedia,sweet dreams,2021
-,Janine Parkinson,Janine Parkinson,"Frustrated by irony, Death seeks therapy from Cupid, the love doctor, after his attempts to meet a potential partner unfortunately always end up in their demise.",-,Comedia,dating death,2021
-,Tim Doubleday,"['Tim Doubleday', 'Adrian Reynolds']",An observant local believes hipsters are secretly running underground dog-fights,2,Comedia,hockley types,2021
8.7,Joshua Thil,Joshua Thil,"Michelle and Claude invite their best friends Tania and Camille, another couple, to their home for dinner to announce that they are expecting a child. However, Jacques, the comical brother of the future mother, who was invited out of pity, provides in the course of the evening fo... Leer todo",7,Comedia,afentheater,2021
-,-,-,The plot is unknown at this time.,-,Comedia,the legends of faymaple hills,2021
9.4,Andrea Lwin,Andrea Lwin,"After the sudden death of a tenant, an inept L.A. property manager accidentally creates a competition by scheduling two couples to view the newly-available apartment at the same time, while his cleaning lady frantically tries to wipe away evidence of the dead body.",-,Comedia,biased,2021
-,Harrison Fishman,"['Pedro Bello', 'Harrison Fishman', 'Dylan Redford']",-,16,Comedia,the big parade,2021
-,Jordan Sarf,"['Jordan Sarf', 'Adam M. Tuller']","Rico must journey to the convenience store for a box of rice because he ""dropped"" his phone in water.",-,Comedia,rico,2021
7.6,"['Joscha Bongard', 'Alma Buddecke']","['Joscha Bongard', 'Alma Buddecke']","A privileged millennial struggles to be a good member of society. Greta Thunberg is watching and so is an old white man, commenting on her every move. A matter of life and death.",-,Comedia,this will be my last cigarette,2021
-,"['David Altrogge', 'Michael J. Hartnett']","['David Altrogge', 'Sarah Altrogge', 'Michael J. Hartnett']","Two wannabe rock stars kidnap the son of a fast food magnate, planning to use the ransom money to finance their debut album. There's just one hitch: they've kidnapped the wrong person.",-,Comedia,fame (or something like it),2021
7.5,Michiel Blanchart,Michiel Blanchart,"Maxime lives with the ghost of his girlfriend Hélène. Wishing to put an end to this frankly unbearable situation, Maxime finally decides to break up with her. Hélène doesn't seem ready to accept this decision.",25,Comedia,t'es morte hélène,2021
-,"['Miro Alleyne-Mc', 'Carthy']","['Miro Alleyne-Mc', 'Carthy']",Five hungry mouths. One perfect slice of pie.,8,Comedia,pie,2021
-,Casey Graf,-,-,-,Comedia,the porcupines,2021
8.0,Hugh Mitton,Hugh Mitton,"A Kenyan man gets a $10 USD tip, then hatches a plan to spend it.",11,Comedia,a guide to dining out in nairobi,2021
-,Jessie Klearman,Jessie Klearman,"Presents is a short film written and directed by Jessie Klearman about Lena Julian who has never known much about her dad who died before she was born. It's a sore subject with her mom, so she devises a plan to reveal to the truth: in disguise as her 10th birthday party she holds... Leer todo",-,Comedia,presents,2021
-,William Holloway,William Holloway,Hot Pink is a dark comedy crime drama about four girls who band together to take down one of their bosses after he harasses one of them.,-,Comedia,hot pink,2021
-,Adam John Brummond,Travis Myers,"Career and life can be hard to balance, especially for a couple of semi-pro criminals, but when a simple job goes south, two life-long friends have to remind each-other the biggest debt they owe is to their family and no one else.",10,Comedia,debt men,2021
-,Darcy Conlan,"['Roby Favretto', 'Caitlin Spears']",A documentary crew inadvertently captures the declining success of a children's theatre duo.,17,Comedia,cactus & mime,2021
-,Keith Gomes,Keith Gomes,"In times of social media obsession, three Instagrammers overcome insecurities to fulfill their desires.",-,Comedia,"sex, likes and stories",2021
-,Margareta Pettersson,Margareta Pettersson,Alma is in denial of the Climate effect and how It affects her daily life.,-,Comedia,alma and the climate,2021
-,Paul Lefevre,"['César Chouraqui', 'Victoria Monfort', 'Kimberly Zakine']","Kim and Victoria are 2 best Friends who both dream of becoming actress. To achieve their goals, they decide to go to a Comedy Film Festival to meet Elisa Tannero, the most important agent . Unfortunately, nothing is going to go as planned. They will discover that their friendship... Leer todo",15,Comedia,dans les parages,2021
7.0,Thomas Soulignac,Thomas Soulignac,"Hervé knows how to get in touch with the Other Side, no doubt about that. But the real difficulty in spiritism sessions isn't receiving signs, it's understanding them.",18,Comedia,bruits blancs,2021
-,Beatrice Woo,Serena Thompson,"8th grader Jacob Murphy tries to navigate his first love as the impending doom of high school looms over him. As he tries and fails to confess his feelings, he worries he could be running out of time to get the girl of his dreams before it's too late.",-,Comedia,first love,2021
9.4,Oz Arshad,Oz Arshad,"Paralysed with guilt and obsessed with expiating the sin of adultery Jimmy decides to open a mosque to save him from hell. But when Fazil, the mosque's Imam, has a disagreement, they fall out and Jimmy must go it alone.",-,Comedia,expiation,2021
-,Pol Cardona,Pol Cardona,"Madrid, 1985. Mauricio (Victor Callejas) and his friend Gus (Pol Cardona) steal a kilo of pure cocaine without knowing the real owner. With no buyers and their lives in risk, they try desperately to sell it to a spanish movie producer.",-,Comedia,kilo,2021
-,John Denton,John Denton,"Max, a reckless corporate employee, is running late for an important board meeting. If he doesn't make it in time, then he faces termination of his job and his life.",-,Comedia,constantly in action man,2021
-,Sam Comrie,"['Jakob Lewis Barnes', 'Sam Comrie', 'Eileen Wilson']","With killing season drawing to a close, a documentary crew tails the Grim Reaper and his cold-blooded colleagues. As a collector of souls, Grim is skilled and highly-dedicated, but the crew soon realise he is just as awkward and confused as the rest of us.",13,Comedia,the grim truth,2021
-,Michael Tota,Michael Tota,-,-,Comedia,color my world,2021
8.0,"['James Ballard', 'Paul Henri']","['James Ballard', 'Paul Henri']","Rodney's crumbling ego is at a breaking point, and he needs his best pal Slim to help him before a big date.",6,Comedia,no hard feelings,2021
-,Julia Kozak,Julia Kozak,-,-,Comedia,bloom,2021
-,Tom Hipp,Tom Hipp,All Tim wants to do is ask Jane to dance.,3,Comedia,"come on, shake your body baby, do the conga!",2021
-,Douglas Forrester,Kate Levitt,"Ben-David chases after his elusive first kiss, but he may have to break his mother's trust to get it.",9,Comedia,beach boy,2021
-,Marcel Martinez,Alana Ballantyne,"A man attempting to go on a date is haunted (literally) by the ghost of his wife, who he may or may not have killed a decade before. He just wants to move on. She insists that its not over yet. Their brewing fight is interrupted by his girlfriend (or mistress).",-,Comedia,till death,2021
-,Christopher Sherwood,Christopher Sherwood,Christopher Bleak explores the remote Latvian village of Usma to demonstrate why it's the perfect place for your next vacation,9,Comedia,welcome to usma,2021
-,"['Cody De', 'Turk']","['Cody De', 'Turk']",Sixteen-year-old Sadie Dalton finally catches the mysterious spy who had following her for years. Her absurd mission is revealed.,10,Comedia,maybe i don't actually suck,2021
-,-,"['Lewis Carroll', 'Maricla Pannocchia']","A prequel story based upon the Alice in Wonderland books, focusing upon the childhood of the Queen of Hearts, and how she became the evil Queen of Hearts we all know and love to despise today.",15,Comedia,queen of hearts: before alice went down the rabbit hole,2021
-,Cody Theilman,Rhett Wellington Ramirez,"A virgin in his early twenties has been saving himself for the right girl- But when she finally comes along, things take a dark turn.",20,Comedia,the rite girl,2021
-,"['Cat Dance', 'Stacey Sherrill']","['Eli Bevins', 'Lu Bevins']",-,-,Comedia,sound mind: sound mind,2021
7.8,Richard Keane,Imelda Carroll,"A cash-strapped dad gets a job as the mascot of a chicken takeaway to make ends meet for his young family. They need to fly the nest of his overbearing mother, but can the plucky dad make it dressed as a giant chicken?",15,Comedia,chicken out,2021
-,Caroline Hoenemeyer,Caroline Hoenemeyer,"When her best friend tweets about plans to kill herself, Olivia attempts to stop her in a ridiculous but endearing way.",-,Comedia,72 hour hold,2021
-,Jérémy Stoquart,"['Mathias Lemielle', 'Jérémy Stoquart', 'Nicholas Peter Yee']","In a turn of blind chance, a group of friends living in Brussels end up with a corpse in their flat and struggle to devise a workable solution to get rid of it.",-,Comedia,adieu from brussels,2021
5.3,Nicole Emanuele,Beth Hoyt,-,10,Comedia,sisters!,2021
-,Natalie Peri,Natalie Peri,"Yolanda's best friend fixes her up with a blind date with Clark. This is Yolanda's first blind date ever, and her friend told her that the man she is fixing Yolanda up with this will be his first date as well. However, upon meeting Clark for the first time, Yolanda sadly discover... Leer todo",-,Comedia,the date,2021
-,Sampley Barinaga,Sampley Barinaga,"A documentary team follows the tired Detective Linda on a case that will shock the nation - Or just pass the time until a another murder show comes along. The murder of Mrs. Tate will be solved, but of course the path to the deadly discovery will have its twists and turns.",-,Comedia,murder chaser: a detective linda story,2021
-,Michael Tota,Jennifer Capri,A comedy about online dating. Two people video chat after they think their online profiles are a match. Will there be an actual first date?,-,Comedia,you said what?,2021
-,Denise Powers,Denise Powers,"Chloé just wants a divorce. Unfortunately, she has misplaced the divorce papers. François just wants a girlfriend. Fortunately, he's found Chloé's divorce papers and will do anything to get them to her.",17,Comedia,un mec gentil,2021
-,Jordan Rader,-,A short comedy film following a vampire who needs to take a dump.,6,Comedia,the invite,2021
9.3,Wesley Alley,Tye Lombardi,"Frank has just come into some good luck, er or is it bad luck? I don't know, but he fights a sheep and some cows and it's awesome.",-,Comedia,fleeced,2021
-,Mike Madigan,Mike Madigan,"A mysterious character finds herself alone in a bowling alley, trying to find some answers.",-,Comedia,untitled bowling alley movie,2021
6.7,Alison Rich,Alison Rich,"When a happy young exterminator discovers there's a better version of her out in the world, she begins to question the life she chose for herself.",14,Comedia,the other morgan,2021
8.7,"['Chris Oz Mc', 'Intosh']","['Garrett Davis', 'Tori Hartley']","A young woman plans to hold up a gas station as she leaves town, but her plan goes sideways. Fast.",-,Comedia,stick up,2021
-,Mahalia Latortue-Pridgett,Mahalia Latortue-Pridgett,Chocolate Thunder follows the story of Junior Grand-Pierre in the late 1990s. A nerdy Haitian-American teen that has an online persona called Chocolate Thunder who gives free love advice to those in need. Junior desperately wants to be popular and decides that the only way to go ... Leer todo,-,Comedia,chocolate thunder,2021
-,Casper Paaske,"['Pernille Kjærsgaard', 'Casper Paaske']",-,-,Comedia,udgangen finder de samme sted de kom ind,2021
-,Christina Raia,Christina Raia,More than eating is in store when a couple invites friends over for a Sunday brunch.,13,Comedia,game brunch,2021
-,Dana Jungerious,Dana Jungerious,"Steve has a CD for every occasion, and being a local ice cream man means he has the power to blast these out over his modified sound system, driving the whole village mad. But no one hates Steve more than his stepdaughter Rosie.",8,Comedia,uncle steve's cd sleeve,2021
-,Marco Bitonti,"['Marco Bitonti', 'Laert Karalliu', 'Alessandro F. Zumstein']","Dean is a young professional who just moved to London for a career in finance. His first day in the city is going to be more complicated than what he was expecting. The crowded, frenetic rhythm of London and the absence of space is going to drive him insane. Please MIND THE GAP.",-,Comedia,mind the gap,2021
-,Ourdia Hodge,Ourdia Hodge,"An uninhibited young woman is forced to provide her controversial ""service"" to a new client in a coffee shop.",7,Comedia,you wish,2021
-,Simon K Matthews,"['Amar Chadha-Patel', 'Elena Saurel']","The film is a surreal reflection into men being the worst. It's also a reflection on actors being the worst. Finally, it's subtle reflection on actors making serious vanity pieces for their show reels, Which is exactly what this is.",11,Comedia,behind the mask,2021
8.5,Jesse D'Hulster,"['Teela Airdrie', ""Jesse D'Hulster"", 'Eric Gervais']",A bunch of teenagers decide to throw their devices away for a weekend and go camping. They soon find out that the really truly may not be able to live without their devices.,25,Comedia,lost signal,2021
6.0,Alma Buddecke,Alma Buddecke,How to ride a mechanical bull and not care that everyone is picturing you naked.,10,Comedia,handbook for a privileged european woman,2021
-,Frank Crafts,Frank Crafts,A couple try to enjoy a quiet dinner at home despite running into multiple disruptions,-,Comedia,"we're doing our best, right?",2021
-,"['J.G. Murphy', 'Nolan Pugh']","['Mykayla Booth', 'Sheldon Botler', 'J.G. Murphy']","Acclaimed documentarian Ben Kurns invites you on an in depth lecture on history's greatest invention, the coaster.",-,Comedia,coasters: a film by ben kurns,2021
-,C. Bailey Werner,C. Bailey Werner,A man loses his mind after sending a too forward text message.,-,Comedia,dot dot dot,2021
-,Robert Bond,"['Robert Bond', 'Russell Newton']",A seemingly innocent young woman's trip to the cinema is almost ruined when three thugs barricade themselves in the screen.,-,Comedia,popcorn,2021
7.7,Alexandros Rellos,Alexandros Rellos,"An elderly former singer decides to return to his career, but he comes against his past, the choices that shaped him as a character and Toronto.",23,Comedia,tolislive i (toronto),2021
-,Deborah Jayne Reilly Smith,Deborah Jayne Reilly Smith,"Cindy and Stephen live in marital bliss. Cindy works hard to keep a good home for Stephen, and tries to keep herself looking good. Stephen buys what he thinks is the perfect gift for Cindy.",-,Comedia,buzz cut,2021
-,Alex Bahena,"['C.J. Lazaretti', 'Alex Bahena']",A polite girl struggles to send away from her home an uninvited guest with romantic intentions.,7,Comedia,wine and roses (and wine),2021
-,Candice Macalino,Candice Macalino,A former high school head cheerleader/dancer who hits rock bottom and needs to sell her used stuff to earn extra cash to skip town. The local vintage store ends up being an unlikely place for a high school reunion gone sideways.,-,Comedia,used,2021
-,James Alleyway,James Alleyway,"An ordinary man named Ryan who has been in a standard routine for day after day in his life with no interruptions comes tumbling down when a sudden voice appears in his head, and causes chaos for his life.",-,Comedia,chatterbox,2021
-,Katie Morris,Katie Morris,-,-,Comedia,table talk,2021
-,Patrick Murphy,Patrick Murphy,A couple's morning is interrupted when a witch moves in next-door during a solar eclipse.,-,Comedia,the occult son,2021
-,T.C. De Witt,"['T.C. De Witt', 'Kristen Mc', 'Cabe']",An imperfect girl finds joy in learning something new.,14,Comedia,pole climb,2021
-,"['Adam Long', 'Adam Peterson']",Adam Peterson,Tony has a secret to confess about why his old friend Brian's life is so terrible.,14,Comedia,m*therfucker,2021
-,Sam Rose,Sam Rose,"After witnessing the girl he's been stalking's kidnap; Bruce enlists the help of ex best-friend and self-proclaimed assassin, Will Jepson, to assist him in rescuing her. However, the creepy couple that snatched her, have malicious intent; that could jeaoprodise the safety of the ... Leer todo",-,Comedia,birthday blood,2021
-,Gavin Michael Booth,"['Jonathan Dubsky', 'Daniel Rindress-Kay']","When Rich Winnie and Pete are unceremoniously fired on the same day, Winnie takes matters into her own hands and forcing them all into hiding, jeopardizing their safety, sanity and savings.",15,Comedia,rent do,2021
-,Tulsi Behl,"['Tulsi Behl', 'Catalina Curbishley']",A lonely old war veteran defends the world from aliens with a rusty radio and a sandwich,-,Comedia,sanjay saves the world,2021
7.6,Riker Lynch,Riker Lynch,Two aliens from another planet come down to Earth on Halloween.,-,Comedia,aliens on halloween,2021
-,-,Spencer Morgan,-,-,Comedia,me again...,2021
-,Ryan Collins,Taylor Van Arsdale,"A shy, nerdy science major finally gets the nerve to help his crush, and finds himself embroiled in murder and international intrigue.",16,Comedia,midtown mixup,2021
-,J. Van Auken,-,"Once king of the B-movie cowboys, Lash LaRue's final, never-completed film was thought to be lost forever...Years later, the filmmakers look back on their time with the drunk, violent, whip-cracking disaster they called LASH.",8,Comedia,lash!,2021
-,Sergio Carreño,"['Cynthia Alesco', 'Maruia Shelton', 'Diana Wiswell']","Three women from different parts of the world seek to overcome their love failures. As soon as they arrive in Colombia, the land of passion, they discover that a mysterious virus has made them completely lose their libido.",15,Comedia,virus fem,2021
8.6,"['Adam King', 'Alan Morrison']",Alan Morrison,An NPC set in the video-game 'Skycraft' finds himself escorting a young NPC girl to safety through the harsh fantasy world of Azerim.,37,Comedia,baelin's route: an epic npc man adventure,2021
-,Ali Mashayekhi,"['Oswald Mahogany', 'Joanna Tsanis']","A man falls for a girl online, then slowly discovers that she is not how she presented herself.",-,Comedia,"strange lover, or: how i learned to stop worrying and love the quarantine",2021
6.9,Amrita Singh,Amrita Singh,"The short film follows Aishwarya Narayanan, 13, a spelling wunderkind who questions the meaning of success when she clashes with her coach-father while vying for a spot at the prestigious National Spelling Bee.",10,Comedia,winning in america,2021
-,Simon Brandon,Simon Brandon,"A dark, quirky comedy. The year is 2023, lockdown is still with us and the world has run out of fish fingers, or has it?. Slated by the literati for her current not-so best-selling book, reclusive, novelist and collector Evelyn Jackdaw invites her estranged and dysfunctional fami... Leer todo",-,Comedia,last fish finger in the world,2021
7.0,Joe Carter,Joe Carter,"After a night out, two strangers wake up to find themselves handcuffed together in bed, forcing them to be stuck in each other's lives until they figure a way out.",-,Comedia,bound,2021
-,Jayevin Abad,Jayevin Abad,"Jay, Reed, and Tully accidentally get stuck in the future. They try to make their way back to the present time, while dealing with an unsuspecting villain and henchmen focused on stealing a powerful chemical from them",25,Comedia,the jayshow movie,2021
8.7,Carlos Fernandez Puertolas,"['Carlos Fernandez Puertolas', 'Jason Spencer Galsworthy']","""Frank and Emmet"" tells the story of two life-long friends and show-business partners who, after weeks of drifting apart, sit together to have a much-needed conversation. Their friendly dialog takes a turn when they address head-on the one thing they've never talked about: One of... Leer todo",13,Comedia,frank & emmet,2021
-,James Faucett,James Faucett,"A talent agent tries to convince the agency's top actor, a young girl, to renew her contract.",-,Comedia,complicated,2021
-,Kristian Repshus,Kristian Repshus,Leo is an insecure non-risk taker who is on daily basis being pushed down and ridiculed by the same group of bullies. Until he meets Annie and everything changes.,-,Comedia,a confident man,2021
