titulo,anio,puntuacion,id
Tinig: The Dulce Story,2013,,tt11765704
Jack et la mécanique du coeur,2013,,tt1181840
The Ones You Love,2013,,tt1185832
Sincere Allegiance,2013,,tt11889980
Holli,2013,,tt11890680
Eastern Melody,2013,,tt11928374
One Chance,2013,63,tt1196956
The Necessary Death of Charlie Countryman,2013,27,tt1196948
Meghdhanusya - The Colour of Life,2013,,tt12003710
Ganje ki Kali,2013,,tt12036782
Last Vegas,2013,46,tt1204975
Mamaros,2013,,tt1205506
Out of the Furnace,2013,53,tt1206543
Beyond the Mat,2013,82,tt1207922
A+,2013,,tt1212055
Every Seventh Wave,2013,,tt12146112
Cash Cow,2013,,tt12153262
Arlo,2013,,tt12157336
Man in the Moon,2013,,tt12176544
The Flea,2013,,tt12176600
Cobrador de la Mafia,2013,,tt12198136
Oh! Squints II,2013,,tt12246908
Once Upon a Holiday,2013,20,tt12273118
Buro Johnson,2013,,tt12310770
Broken City,2013,27,tt1235522
Faute De Frappe,2013,,tt12357106
Deseo,2013,56,tt1236434
Dil Pardesi Ho Gaya,2013,,tt12385290
The Sorrows,2013,,tt12390344
Approach to Love,2013,,tt12485614
Tsikboy,2013,,tt12543916
Isyarat,2013,,tt12552080
Bab sharki,2013,,tt12619402
A Star for Rose,2013,,tt1262962
Paradise,2013,46,tt1262990
Ranangan,2013,,tt12677282
Welcome Obama,2013,,tt12704560
Linz - Quando todos os acidentes acontecem,2013,,tt12732826
NJPW Road to Tokyo Dome,2013,,tt12731276
Dirty Picture: Silk Sakkath Maga,2013,,tt12748344
Isolated,2013,93,tt1280010
Careebeyans,2013,,tt12828808
For Sale,2013,,tt12828680
Dyavre,2013,,tt12838326
Behind the Candelabra,2013,94,tt1291580
David,2013,57,tt12993628
Lentejas con espinacas,2013,,tt12994834
Parvathipuram,2013,,tt13004696
Pesadha Padam,2013,,tt13010640
Bulandi,2013,11,tt13012492
Vansh,2013,,tt13045796
Nanbaragal Kavanthirku,2013,,tt13070380
Hand of fate,2013,,tt13071494
Blue Dream,2013,97,tt1307442
A Dança de Feliciano,2013,,tt13096056
Blooming Flowers,2013,,tt1311062
Kill Your Darlings,2013,76,tt1311071
Megh Roddur,2013,,tt13111666
Vadhu Mauli,2013,,tt13150224
Gangster Squad,2013,31,tt1321870
August: Osage County,2013,67,tt1322269
Oldboy,2013,39,tt1321511
Plato's Symposium,2013,,tt1322353
The Trials of Cate McCall,2013,35,tt1323973
The Story of Your Life,2013,,tt1326868
The Butler,2013,,tt1327773
Still Standing,2013,,tt13287388
Mhais,2013,,tt13311414
Ravana Desam,2013,,tt13323468
Maayai,2013,,tt13323448
Vasanthasena,2013,,tt13323508
Pullukatu Muthamma,2013,,tt13323628
Sandhithathum Sindhithathum,2013,,tt13323358
Kaadhale Ennai Kaadhali,2013,,tt13323558
Apple Penne,2013,,tt13323480
Appavukku Kalyanam,2013,-,tt13323416
Nenju Irukkum Varai Ninaivu Irukkum,2013,,tt13323604
Mouna Mazhai,2013,,tt13323860
Ninaivugal Unnodu,2013,,tt13324044
Ennachu,2013,,tt13323394
Thedi Pidi Adi,2013,,tt13323340
Anjal Thurai,2013,,tt13323994
Vellai Desathin Idhayam,2013,,tt13323366
Anba Azhaga,2013,,tt13323528
Thee Kulikkum Pachai Maram,2013,,tt13323710
Kayavan,2013,,tt13323954
Sathiram Perundhu Nilayam,2013,,tt13323594
Nila Meedhu Kadhal,2013,,tt13323900
Muthu Nagaram,2013,-,tt13324138
Mayil Paarai,2013,,tt13358282
Ariyathavan Puriyathavan,2013,,tt13358336
Maman Machan,2013,,tt13358606
Ninaivugal Azhivathillai,2013,,tt13358598
Karumpuli,2013,,tt13358466
Aandava Perumal,2013,,tt13358348
Kanavu Kadhalan,2013,,tt13358258
Kurumbukkara Pasanga,2013,,tt13358270
Lollu Dhadha Parag Parag,2013,,tt13358350
Thirumathi Thamizh,2013,,tt13358658
Oruvar Meethu Iruvar Sainthu,2013,,tt13358662
Vetkathai Kettal Enna Tharuvai,2013,,tt13358580
Garuda Paarvai,2013,,tt13358448
February 31,2013,,tt13358552
Pathayeram Kodi,2013,,tt13358324
Pesamal Pesinaal,2013,,tt13358420
Kandathum Kadhal Antharangam,2013,,tt13358680
Keeripulla,2013,,tt13358560
Iru Killadigal,2013,,tt13358646
Maruvisaranai,2013,,tt13358586
Unaku 20 Enaku 40,2013,,tt13358636
47 Ronin,2013,16,tt1335975
Issaki,2013,,tt13358672
4,2013,,tt13358570
Naanum En Jamunavum,2013,,tt13358500
Yamuna,2013,,tt13364220
Kantha,2013,-,tt13364642
Solla Matten,2013,,tt13364246
Soundarya,2013,,tt13387474
Idhayam Thiraiarangam,2013,,tt13394244
Mye,2013,,tt13394346
Garden of Wild Flowers (Zerleg tsetsgiin Khulemj),2013,,tt13400048
The Great Gatsby,2013,48,tt1343092
Cleaver's Destiny,2013,-,tt1343387
The Joe Manifesto,2013,,tt1347524
The Pain and the Pity,2013,,tt13486578
La navaja de Don Juan,2013,,tt1349485
Mariama La Tariko,2013,,tt13507976
When Strangers Meet,2013,,tt1356409
She,2013,,tt13601540
L'Héroïne,2013,,tt13606632
Kollywood,2013,,tt13612306
White Knuckle,2013,,tt13654260
Angulimala,2013,,tt13708702
Raltat,2013,,tt1373462
Jimmy,2013,50,tt1376205
Love Eternal,2013,47,tt1376713
Mariam,2013,,tt13764996
World hopeful,2013,,tt13802234
Angry Tears the Earlina My Story,2013,,tt13828708
Solteras,2013,,tt13840808
The River,2013,63,tt13899220
Prisoners,2013,81,tt1392214
Adriana,2013,,tt13972320
Kaalicharan,2013,,tt13988376
Chatrapathi,2013,,tt14018798
Sri Adi Parashakti,2013,,tt14019080
Suri Gang,2013,,tt14019052
Mugila Chumbana,2013,,tt14019040
Slum,2013,,tt14019402
Chitramandiradalli,2013,,tt14019434
B3,2013,,tt14019086
Colors in Bangalore,2013,,tt14019214
Aantharya,2013,,tt14019270
Gaali,2013,,tt14018816
Cool Ganesha,2013,,tt14019112
Jeethu,2013,,tt14019248
Kamini,2013,,tt14019460
Ambara,2013,,tt14019346
Cycle,2013,,tt14020408
Aashirvada,2013,,tt14020234
Khatharnak,2013,,tt14019198
Dhanu,2013,,tt14019424
Blue Moon,2013,20,tt14019648
Nanda Gokula,2013,,tt14020182
Umesh,2013,,tt14019714
Dasavala,2013,-,tt14019516
Dilwala,2013,,tt14019584
Pyarge Aagbittaite,2013,,tt14020062
Bhairavi,2013,,tt14020358
Money Honey Shani,2013,,tt14020292
Janma,2013,,tt14039980
Pagade,2013,,tt14039692
Radhan Ganda,2013,,tt14039328
Kumbha Rashi,2013,,tt14039810
Election,2013,92,tt14039688
Kaveri Nagar,2013,,tt14039606
Belakinedege,2013,,tt14065184
Sri Amareshwara Mahatme,2013,,tt14064906
Paraari,2013,,tt14066474
Khara Saangu Khota Khota,2013,,tt14072022
Mee Aani U,2013,,tt14072100
Power,2013,81,tt14073994
Kaay Karu? Na Kasa Karu!,2013,,tt14071876
Vishesh Mhanje Hi Mazi Misses,2013,,tt14072148
Orion,2013,,tt1408061
Nenapinangala,2013,,tt14097592
Arya's Love,2013,,tt14097538
Manasa,2013,,tt14097512
Yaarivanu,2013,,tt14097668
Rajani Kantha,2013,,tt14097708
Ee Banna Lokadali,2013,,tt14097546
Ziddi,2013,,tt14097644
Veera,2013,0,tt14097576
Neenandre Ishta Kano,2013,,tt14097700
Paranoia,2013,7,tt1413495
L'amour impossible,2013,,tt14155882
"EX-MEN Isipin Mong Magsinungaling, Puso Pa Rin Ang Aamin",2013,,tt14193642
Breakfast and Dinner,2013,,tt14202642
From Headquarters,2013,0,tt14230676
Dar,2013,,tt14233212
Torn,2013,90,tt1423636
Kotlallappo Kai,2013,,tt14262756
Bangari,2013,,tt14262742
Sandalwood Sa Re Ga Ma,2013,,tt14262694
Hejjegalu,2013,,tt14262538
Black Nativity,2013,51,tt1425922
HairBrained,2013,22,tt1426363
Manasina Putadali,2013,,tt14262748
Devarane,2013,,tt14262606
Lovelace,2013,53,tt1426329
Ee Bhoomi Aa Bhanu,2013,,tt14262766
One Story,2013,,tt1427924
Hasta encontrarte,2013,,tt14283930
Shatruvu,2013,,tt14311524
#aiww: The Arrest of Ai Weiwei,2013,,tt14336844
Max Rose,2013,38,tt1439558
Under the Skin,2013,84,tt1441395
Claire,2013,,tt1450318
Filth,2013,66,tt1450321
Baila ho baykola kho,2013,,tt14531292
Gravity,2013,96,tt1454468
Puttinaroju,2013,,tt14562268
Biskett,2013,,tt14564248
Kharjooram,2013,,tt14564374
Naa Sami Ranga,2013,,tt14564454
Kamina,2013,,tt14564470
Gatham,2013,,tt14564378
Chemistry,2013,-,tt14564692
Athadu Aame o Scooter,2013,,tt14564520
Chinni Chinni Aasha,2013,,tt14564364
Pranaya Veedhullo,2013,,tt14564234
Madhumati,2013,75,tt14564322
Nirbhaya Bharatham,2013,,tt14564448
Pusthakamlo Konni Pageelu Missing,2013,,tt14564556
1000 Abadhdhalu,2013,,tt14564574
Swamy Satyananda,2013,,tt14564740
Bunny N Cherry,2013,,tt14564218
Music Magic,2013,,tt14564400
Nenem... Chinna Pillana?,2013,,tt14564368
Sahasra,2013,,tt14564394
Telisi Teliyaka,2013,,tt14564502
Manushulatho Jagratha,2013,,tt14564288
3G Love,2013,,tt14564750
Wu ren qu,2013,,tt1456660
Theatre Lo Naluguru,2013,,tt14564670
The Haunting in Georgia,2013,,tt1457765
Salvation,2013,,tt1457764
Headcase,2013,,tt1458459
Getting Back to Zero,2013,-,tt1460632
Big Sur,2013,44,tt1462411
All Is Bright,2013,48,tt1462901
Yi dai zong shi,2013,,tt1462900
Decoding Annie Parker,2013,56,tt1464191
A Voice in the Dark,2013,,tt1464346
La 25ème heure,2013,,tt14658160
The Margaret Sanger Story,2013,,tt14665006
Un foyer difficile,2013,,tt14667184
Street Urchins,2013,,tt14671424
Bangalore Bandh,2013,-,tt14677388
The Humdrummer,2013,,tt1468375
Self Hitting,2013,,tt14690380
La 25ème heure,2013,,tt14658160
Client Number 9,2013,,tt14766296
7E,2013,96,tt1477185
Entre le marteau et l'enclume,2013,,tt14794640
Caramel Sugar Moxie,2013,,tt14797186
Killing Season,2013,10,tt1480295
Samuel Bleak,2013,31,tt1480670
Queen City,2013,,tt1485055
"No God, No Master",2013,73,tt1485761
Inka Safar Shuru: Raghupati Raghav Raja Ram,2013,,tt14867264
Green,2013,80,tt1486704
Germ,2013,,tt1495776
Woman from the East,2013,,tt1506994
Highland Park,2013,,tt1506998
Billy Bates,2013,,tt1507256
American Seagull,2013,,tt1508654
Telephone World,2013,,tt1508689
Walking with the Enemy,2013,44,tt1515208
The Host,2013,,tt1517260
Sunlight Jr.,2013,62,tt1517249
The Fall of 1980,2013,,tt1520414
Only in L.A.,2013,,tt1522229
Cherries and Clover,2013,,tt1524164
Det grå guld,2013,,tt1525826
Dekyi Metok,2013,,tt15258412
Ske Din Vilje,2013,,tt15264294
Rocco vs Cleopatra,2013,,tt1527723
Horns,2013,42,tt1528071
The Disappearance of Eleanor Rigby: Him,2013,63,tt1531924
Battle of the Year,2013,6,tt1532958
Captain Phillips,2013,93,tt1535109
Elysium,2013,64,tt1535108
Five Thirteen,2013,33,tt1536051
Rushlights,2013,26,tt1536437
Broken Blood,2013,,tt1536439
Mistake,2013,,tt15374076
Milkweed,2013,,tt1538854
A Single Shot,2013,47,tt1540741
Le Repas du Singe,2013,,tt1540855
Woman Bomb,2013,,tt15434956
Are You Here,2013,8,tt1545754
Osan ja,2013,,tt15482458
Bagong paligo,2013,,tt15485250
La voz de los silenciados,2013,,tt1548599
Pawn,2013,26,tt1551630
Mary Queen of Scots,2013,25,tt1555069
Yasin,2013,,tt15551236
Adbhoot,2013,,tt15562084
Beautiful Creatures,2013,48,tt1559547
Not Today,2013,50,tt1564870
"Tlatelolco, Verano de 68",2013,,tt1565995
Bluebird,2013,79,tt1567279
Yuli & Milo,2013,,tt15681076
All the Wrong Reasons,2013,48,tt1568799
Jake,2013,,tt1583279
Chukkalanti Ammayi Chakkanaina Abbayi,2013,,tt1582483
A Birder's Guide to Everything,2013,87,tt1582465
Crosshairs,2013,,tt1587436
Chlorine,2013,8,tt1590764
Only God Forgives,2013,41,tt1602613
Lauf Junge lauf,2013,,tt1608516
Natsuyasumi no chizu,2013,,tt1614374
I'm in Love with a Church Girl,2013,10,tt1618432
The Odd Way Home,2013,20,tt1621427
Starting Over,2013,86,tt1621966
The Cosmonaut,2013,21,tt1629747
Cathedral Canyon,2013,,tt1631868
A Farewell to Fools,2013,40,tt1634055
Madoff: Made Off with America,2013,,tt1639081
Last I Heard,2013,,tt1639397
Louder Than Words,2013,13,tt1641401
Deep Dark Canyon,2013,38,tt1646212
Romeo & Juliet,2013,24,tt1645131
Doonby,2013,67,tt1645054
After You,2013,58,tt1647985
C.O.G.,2013,,tt1650393
A Miracle in Spanish Harlem,2013,87,tt1656195
Self Portrait,2013,,tt1656191
Gimme Shelter,2013,27,tt1657510
Louis Cyr,2013,,tt1657513
Grudge Match,2013,31,tt1661382
Jonas,2013,,tt1661230
The Sweet Shop,2013,,tt1663692
Die Erfindung der Liebe,2013,,tt1664640
3096 Tage,2013,,tt1667355
Rock and Roll Fuck'n'Lovely,2013,,tt1667660
Awakened,2013,56,tt1669268
A Box for Rob,2013,-,tt1670916
Good Night,2013,50,tt1675163
The Wait,2013,31,tt1675759
This American Journey,2013,91,tt1679227
10.000 noches en ninguna parte,2013,,tt1680303
Stoker,2013,70,tt1682180
Verity's Summer,2013,,tt1686125
Girl on a Bicycle,2013,8,tt1686042
Return to the Hiding Place,2013,62,tt1691153
Carterboy,2013,,tt1692327
A New York Heartbeat,2013,,tt1692478
Educazione siberiana,2013,,tt1697064
Last of the Breed: The Dave Evans Story,2013,,tt1699761
The Invisible Woman,2013,76,tt1700845
Safe Haven,2013,13,tt1702439
Amaro amore,2013,,tt1705099
From the Rough,2013,72,tt1704586
Tarzan,2013,20,tt1705952
Snowpiercer,2013,94,tt1706620
Meth Head,2013,,tt1709694
Far Marfa,2013,,tt1709657
Ismael,2013,53,tt1710393
Seasons of Gray,2013,88,tt1710469
Mid Life Gangster,2013,,tt1712071
Only Lovers Left Alive,2013,86,tt1714915
The Spectacular Now,2013,91,tt1714206
Mindscape,2013,88,tt1715336
Drift,2013,72,tt1714833
Caníbal,2013,,tt1718747
Leaving Limbo,2013,29,tt1723127
Conversion,2013,,tt1725877
Pitching Hope,2013,,tt1724969
The Way Way Back,2013,,tt1727388
Rising Star,2013,,tt1728983
Sugar,2013,70,tt1729615
Gone Missing,2013,,tt1729674
Blood Sun Town,2013,,tt1732577
Bridgend,2013,81,tt1732582
Die Frau des Polizisten,2013,,tt1734429
Ham & the Piper,2013,,tt1735192
Sobre ella,2013,,tt1737616
Ruby Booby,2013,,tt1737706
All Together Now,2013,68,tt1739155
Dance of the Steel Bars,2013,,tt1743325
Solito,2013,,tt1745828
Blood Ties,2013,53,tt1747958
Brother's Keeper,2013,80,tt1748016
Being Us,2013,,tt1754830
Motivational Growth,2013,80,tt1754228
Unschooled: Save Our Future,2013,,tt1754460
Innocence Abandoned: Street Kids of Haiti,2013,,tt1753954
The Sea,2013,52,tt1754708
Þetta Reddast,2013,,tt1754953
Neon Sky,2013,,tt1756639
El Divino Influjo de los Secretos,2013,,tt1757739
Diana,2013,7,tt1758595
Tiburon,2013,,tt1758820
Lesser Miracles,2013,,tt1763241
Fondi '91,2013,,tt1764315
Trap for Cinderella,2013,25,tt1766175
Not Another Jesus Camp,2013,,tt1767353
Noise Matters,2013,-,tt1772321
Conviction,2013,68,tt1772252
Dragon Day,2013,40,tt1772262
Instruments of Darkness,2014,,tt0338258
A Walk Among the Tombstones,2014,68,tt0365907
The Ninth Cloud,2014,,tt0424859
The Giver,2014,35,tt0435651
Before We Go,2014,28,tt0443465
A Long Way Down,2014,23,tt0458413
Ex Machina,2014,92,tt0470752
Dil Ka Sauda,2014,,tt0485535
Kid Cannabis,2014,,tt0780548
Interstellar,2014,73,tt0816692
Dracula Untold,2014,25,tt0829150
Electric Slide,2014,14,tt0835775
Bhopal: A Prayer for Rain,2014,68,tt0839742
Suite Française,2014,76,tt0900387
Love & Mercy,2014,89,tt0903657
A Merry Christmas Miracle,2014,,tt0910885
Coffee Sex You,2014,,tt0949872
Out of Sight,2014,94,tt0959306
Avenge,2014,,tt0961036
Zvyozdy svetyat vsem,2014,,tt10035404
Prathighatana,2014,-,tt10039008
Gafas de ver,2014,,tt10048070
Boris Secret Private Life,2014,,tt10078810
Healing Mate,2014,,tt10078844
Wu cai shen jian,2014,,tt10097458
Fingertips of an Angel,2014,,tt10106844
The Sisterhood of Night,2014,81,tt1015471
Shao nian qi wang,2014,,tt10167934
Mummy Dearest,2014,,tt10183622
Dazzling Mirage,2014,,tt10183654
Apnea,2014,33,tt10197886
Selma,2014,99,tt1020072
Zahreela,2014,,tt10225036
"Legs Wide Spread, the Motion Picture",2014,,tt10265840
Little Sami,2014,,tt10294126
Beautiful Girl,2014,,tt1031658
Qing chun xu,2014,,tt10363350
Acto de Fe,2014,,tt10362526
Aamhi Bolato Marathi Movie,2014,,tt10477926
Mantan Terindah,2014,,tt10542054
Dos de Trébol,2014,,tt10553836
Picture Perfect,2014,47,tt10569508
7 Misi Rahasia Sophie,2014,,tt10631062
Dee Saturday Night,2014,,tt10635372
Boyhood,2014,97,tt1065073
Broker 2,2014,,tt10655796
Bardo,2014,,tt10672678
Biz babasiz büyüdük,2014,,tt10699914
"12 Minds, A Star Trek Fan Film",2014,,tt10732464
Sathiyo Chalyo Khodaldham,2014,,tt10825282
A Girl from Dar Elsalam,2014,,tt10851580
Mizhi Thurakku,2014,,tt10897468
Dnevnik mamy pervoklassnika,2014,,tt10919020
Plus jamais ça,2014,,tt10926650
What Exactly is a Hipster...,2014,,tt10928152
The Saklas's Last Words,2014,,tt10928616
Amaneceres,2014,,tt10944106
Au Nord l'exilé,2014,,tt10946200
Foxcatcher,2014,87,tt1100089
Qu'allons-nous faire du temps qu'il nous reste?,2014,,tt11010082
Betaab,2014,65,tt11012580
Dariya Dil,2014,,tt11012612
Adalat,2014,67,tt11012544
Charno Ki Saugandh,2014,,tt11012594
Ek Laila Teen Chaila,2014,,tt11017716
Deewangi Had se,2014,,tt11017702
Dil Lagal Dupatta Wali Se,2014,,tt11017708
Ham Ke Daru Naahi Mehraru Chaahi,2014,,tt11017724
Hathkadi,2014,,tt11017776
Ek Nirahua Sarfira,2014,,tt11017720
Jo Jeeta Wahi Sikander,2014,,tt11046716
Jaan Lebu Ka Ho,2014,,tt11046752
Thok Deb,2014,,tt11047264
Khoon Bhari Hamaar Maang,2014,,tt11046816
Laadla,2014,,tt11046952
Jaaneman,2014,,tt11046672
Sajna Mangiya Sajai Da Hamar,2014,,tt11047106
Pyaar Mohabbat Zindabad,2014,,tt11047030
Tere Naam,2014,79,tt11047176
Kache Dhaage,2014,,tt11046764
Shola Shabnam,2014,,tt11047134
Saiyan Ji Dilwa Mangelein,2014,,tt11047074
Yoddha,2014,,tt11057910
Mor w'Sbar,2014,,tt11080296
Bidoun 2,2014,,tt11080488
Baba Rangeela,2014,,tt11092000
Dhund Lenge Manzil Hum,2014,,tt11105424
Merchak Arbaa Yamim MiShte Shenot Or,2014,,tt11111168
Buoc Khe Dên Hanh Phúc,2014,,tt11122174
Genuine Love,2014,,tt11137818
Love Evolutionism,2014,,tt11151636
Toefl Al-Shams,2014,,tt11192758
Min Ayna Nabda?,2014,,tt11198430
Desole,2014,,tt11204476
Six,2014,62,tt11210184
Say a Little Prayer,2014,,tt11238066
Big Eyes,2014,72,tt1126590
Off Da Hook,2014,,tt11315892
Cry of the Butterfly,2014,,tt1133511
Firebird,2014,57,tt11348898
I Believe in Unicorns,2014,85,tt1141702
The Brothers Karamazov,2014,25,tt11430022
After,2014,8,tt1147681
Así como en la lluvia,2014,,tt11567836
Tafkik,2014,,tt11648708
17 Tahun Ke Atas,2014,,tt11738452
Pillangók,2014,,tt1180316
Dreamboys,2014,,tt11861196
Jack and the Beanstalk,2014,61,tt11861154
Star Cross'd Jammers,2014,,tt11866704
Kaadhal 2014,2014,,tt11880638
Jai Ho,2014,14,tt1188982
Kagdi Killa,2014,,tt11903728
My Lady,2014,,tt11974496
You're Not You,2014,48,tt1198156
Beste Chance,2014,,tt1198336
Jack Ryan: Shadow Recruit,2014,55,tt1205537
Preethi Geethi Ityaadi,2014,,tt12087846
Lamat,2014,,tt12087688
Easter Sunday,2014,40,tt12152770
Non lo so ancora,2014,,tt12153836
Educator,2014,,tt12157298
Jonesy,2014,,tt12157352
Kill the Messenger,2014,77,tt1216491
The Independent Game,2014,-,tt12223734
Hype Nation 3D,2014,,tt1225834
Swish,2014,,tt12275114
Meendum Amman,2014,,tt12299920
Dark Rainbow Part 2,2014,,tt12325842
Darbast Azadi,2014,,tt12349948
Harijan (Bangla),2014,,tt12386566
Bonne Fête Maman,2014,,tt12387036
Unexpected Strangers,2014,,tt12404198
Serena,2014,17,tt1247690
Bittersweet Chocolate,2014,,tt12488306
Summer to Winter,2014,,tt12491724
Kali (3ème partie de la Tétralogie Les Chemins Cinétiques),2014,,tt12492634
Lâzward (2ème partie de la Tétralogie Les Chemins Cinétiques),2014,,tt12492592
Sarasvati (4ème partie de la Tétralogie Les Chemins Cinétiques),2014,,tt12492652
About a Young Man,2014,,tt12531542
L'Art de s'égarer ou l'image du bonheur,2014,,tt12533538
300: Rise of an Empire,2014,46,tt1253863
Wesh Sojon,2014,,tt12561204
Small Black Fish,2014,,tt12589734
Más que el agua,2014,,tt12614730
Rendas No Ar,2014,,tt12641230
Vijay Tilak,2014,,tt12650580
Saints and Soldiers: The Void,2014,46,tt1270114
Dying of the Light,2014,11,tt1274586
Aulad,2014,,tt12819590
Paso a Pasito,2014,,tt12882406
Ready 2 Die,2014,0,tt1290475
Donde Estaba Dios?,2014,,tt12908346
Harivu,2014,,tt12923344
27 B Beadon Street,2014,,tt12925006
Los Enemigos del Dolor,2014,,tt12942192
The Angriest Man in Brooklyn,2014,9,tt1294970
Nenhures,2014,,tt12958216
Hagh-e sokoot,2014,,tt12993044
Virudhalaam Pattu,2014,,tt13005084
Innuma Nammala Namburanga,2014,,tt13010598
1 Pandhu 4 Run 1 Wicket,2014,,tt13010546
Natpin Nooram Naal,2014,,tt13010622
Nadodi Paravai,2014,,tt13010618
Naangellam Edakoodam,2014,,tt13010586
Endrume Anandham,2014,,tt13010638
Manam Konda Kadhal,2014,,tt13010566
Pagadai Pagadai,2014,,tt13010588
13 Am Pakkam Parkka,2014,,tt13010554
Yaaro Oruvan,2014,,tt13010614
Blue Ridge,2014,60,tt1303235
I ekdikisi tou Dionysou,2014,,tt13037736
Iyakunar,2014,,tt13045440
Athimalai Muthupandi,2014,,tt13057644
Away from Here,2014,,tt1305618
Aluchatiyam,2014,,tt13057394
En Kadhal Pudithu,2014,,tt13057650
Madhavanum Malarvizhiyum,2014,,tt13070504
Kovalanin Kadhali,2014,,tt13070482
Chithirai Thingal,2014,,tt13070554
Yasagan,2014,,tt13070622
Pongadi Neengalum Unga Kaadhalum,2014,,tt13070714
Koottam,2014,,tt13070654
Amma Ammamma,2014,,tt13070874
Pani Vizhum Nilavu,2014,,tt13070614
Marumunai,2014,,tt13070626
Vilasam,2014,,tt13070358
Vidiyum Varai Pesu,2014,,tt13070434
Mun Andhi Saaral,2014,,tt13070406
Nee En Uyire,2014,,tt13070750
Kandharvan,2014,,tt13070670
Ottam Aarambam,2014,,tt13070966
Vazhum Deivam,2014,,tt13071136
Veeran Muthu Raaku,2014,,tt13070596
Adhu Vera Idhu Vera,2014,,tt13070898
Eppothum Vendran,2014,,tt13070794
Thirudu Pogatha Manasu,2014,,tt13071132
Hogenakkal,2014,,tt13070920
Manaivi Amaivathellam,2014,,tt13070568
Dhavani Kaatru,2014,,tt13070728
Nila Kaaikirathu,2014,,tt13070576
Enn Nenjai Thottaye,2014,,tt13070836
Uyirukku Uyiraga,2014,,tt13071144
Rettai Kadhir,2014,,tt13070526
Karpavai Katrapin,2014,,tt13070690
Innarku Innarendru,2014,,tt13086764
Kalla Saavi,2014,,tt13086896
Sandiyar,2014,,tt13086868
Vachikava,2014,,tt13086918
Ambel Jhoot,2014,,tt13087086
Jamaai,2014,,tt13087298
Tamilselvanum 50KM Kalaiselviyum,2014,,tt13087050
Chinnan Chiriya Vanna Paravai,2014,,tt13087510
Aalamaram,2014,,tt13087244
Yaavum Vasappadum,2014,,tt13087430
Panduvam,2014,,tt13087538
Thalaikeezh,2014,,tt13086734
Muyal,2014,,tt13087356
Puthiyathor Ulagam Seivom,2014,,tt13086880
Thalakkonam,2014,,tt13087144
Dhanush 5am Vaguppu,2014,,tt13086596
Murugatrupadai,2014,,tt13098808
Velmurugan Borewells,2014,,tt13098886
Cavallo di Troia,2014,,tt13107822
Motvind,2014,,tt13133212
Portrait de Rosa,2014,,tt13149210
Bullion,2014,,tt13161184
Balbesit: 'n Studie in Stemme,2014,,tt13188000
Rough Hustle,2014,,tt1319734
Travelator,2014,,tt1320115
Five to Five (5 to 5),2014,,tt13217680
Daughter,2014,94,tt13249848
Something Wicked,2014,17,tt1327601
Life,2014,64,tt13310968
Alice: A True Story,2014,,tt13311234
Kulamkuthikal,2014,,tt13310960
Dial 1091,2014,,tt13311146
Nattarangu,2014,,tt13311274
Snehamulloral Koodeyullappol,2014,,tt13311296
Black Forest,2014,29,tt13311120
Ghalbe Sefide Ghasedakha,2014,,tt13325338
Penguin High,2014,,tt13416444
Let's Play Jazz,2014,,tt13449620
Machado do Brasil,2014,,tt13475864
Ixel,2014,,tt13509440
King's White Horse,2014,,tt13524874
If I Stay,2014,35,tt1355630
Borrowed Moments,2014,,tt1369697
This Is Where I Leave You,2014,44,tt1371150
Atlanta (ATL) Undercover,2014,,tt1373458
Due West 2: Our Sex Vacation,2014,,tt13764306
Relaciones inesperadas,2014,,tt13786450
Al límite del placer,2014,,tt13799844
El Ardor,2014,,tt1384925
Thottal Vidathu,2014,,tt13883658
Xiyonat girdobi,2014,,tt13937916
Revenge of the Green Dragons,2014,15,tt1396523
Of Silence,2014,46,tt1405413
Rogelio,2014,,tt14056594
Sri Guru Thipperudraswamy Pavada,2014,,tt14086202
Ee Dil Helide Nee Bekantha,2014,,tt14085136
Asa Ha Atarangi,2014,,tt14078220
Bhakar,2014,,tt14078244
Software Ganda,2014,,tt14085040
Jothi Alias Kothi Raja,2014,,tt14079560
Sorry Kane,2014,,tt14084414
Gandhiji Kanasu,2014,,tt14085486
Kolaahala,2014,,tt14084932
143,2014,,tt14085694
Gante Ondu,2014,,tt14085186
Makkale Maanikya,2014,,tt14086282
Miss Mallige,2014,,tt14085804
Jasmine 5,2014,,tt14086326
Jai Bajarang Bali,2014,,tt14084988
Paramashiva,2014,,tt14085444
Ingale Maarga,2014,,tt14085460
Simhadri,2014,,tt14085364
Sadagara,2014,,tt14090888
Panganama,2014,,tt14085628
Chirayu,2014,,tt14084950
Baanaadi,2014,,tt14085002
Namo Boothatma,2014,,tt14085060
Naanu Hemanth Avalu Sevanthi,2014,,tt14084970
Central Jail,2014,,tt14085116
Pyar Ka Gol Gumbaz,2014,,tt14085020
Pungi Daasa,2014,,tt14090672
Manada Mareyalli,2014,,tt14090904
Hara,2014,,tt14090688
Doodh Sagar,2014,,tt14085396
Usiriginta Neene Attira,2014,,tt14085316
Nenapideya,2014,,tt14085432
Pandya,2014,,tt14085422
Baasu Ade Hale Kathe,2014,,tt14085578
Billion Dollar Baby,2014,,tt14090582
Jamboo Savari,2014,,tt14090546
Paru Wife of Devadas,2014,,tt14090342
Matthe Satyagraha,2014,,tt14090562
Malli,2014,,tt14090796
Love Is Poison,2014,,tt14090374
