puntuacion_imdb,direccion,guion,argumento,duracion,genero,titulo,anio
7.6,"['Razor Rizzotti', 'Zurab Match']","['Zurab Match', 'Razor Rizzotti']",Swedish Prime Minister's daughter gets kidnapped by 8 professional killers....then some agent comes unexpectedly and kills all of them and saves the girl.,5,Accion,stainless assassin,2010
-,Szu Kiong Ting,Szu Kiong Ting,A tyrant drives away spirits who're inhabitants of the forest. He'll have his retribution.,16,Accion,the forest spirits,2010
-,David Arcos,"['David Arcos', 'Andrew Cepe']",An LA Story of a person in the wrong place at the wrong time willing to risk it all to protect his dream/passion.,8,Accion,jacked,2010
8.6,Luke Lacombe,"['Matt Kincses', 'Luke Lacombe']",Two brothers seek revenge on a man who sexually assaulted their sister.,10,Accion,pernicious brolly,2010
-,Joe Giganti,Joe Giganti,"Defines a relationship between two people surrounded by destruction and violence, and shows that passion can transcend beyond class and race.",6,Accion,capital,2010
7.0,Matt Dallmann,Matt Dallmann,A woman gets more than she bargained for when she finds a genie in a lighter.,5,Accion,djinn,2010
-,"['Brandon Fryman', 'John Schmidt', 'Jimmy Weber']",Brandon Fryman,"A Sci-Fi short is set in the future, where dreams are built and designed, one programmer becomes a fugitive after his latest creation kills the one he loves.",12,Accion,dreamscapes,2010
6.7,"['Kevyn Settle', 'Gerard Ender']",Kevyn Settle,"A self-destructive amputee, reflects on his troubled youth while drifting through the harsh streets of Baltimore. Haunted by a mysterious man in white, the flawed hero searches blindly for the source of his pain. Forced to withdraw into his own drug-addled mind, Martin is man who is stuck in a moment, constantly reliving the events of the day that changed his life for... Leer todo",29,Accion,tracks,2010
6.4,Emmanuel Gorinstein,Emmanuel Gorinstein,An old man lives on the rooftops of NYC. He spends his time tuning the old water towers to make them responds to his violin. The odd orchestra follows the player on an every day concert. Until time manage to erase the water towers one by one... No dialog. Only Music and sound design.,15,Accion,le joueur de citernes,2010
-,Daniel Cummings,Howard Day,A woman envisions a convenience store robbery only to realize she can't go through with it.,4,Accion,version,2010
-,Justin Schussler,"['Matt Galo', 'Jeffrey Marlowe', 'Justin Schussler']","Brian is a loser. He has no confidence, gets picked on by bullies and is too chicken to ask out the waitress he likes, a cute girl named Jinee. However, after being given a cursed fortune cookie by her father, Brian's life is transformed into a 70's Kung-Fu movie. With his friends, Brian sums up the courage to stand up for himself and others, discovering the his inner... Leer todo",19,Accion,chop fuey,2010
-,Jerry Williams,Jerry Williams,Comic book hero Major Power must stop the evil Baron Bones and the dreaded Robot from Saturn! Thrills and action in this parody/satire of the comic book heroes of the golden age of cinema. 28 minutes color,27,Accion,major power and the robot from saturn,2010
-,Joshua Overbay,"['Britton Andrews', 'Joshua Overbay']",An elderly man fights against inevitable change.,17,Accion,dawn bloom,2010
-,Mynor H. Sosa,Mynor H. Sosa,A Roman slave must choose between freedom and saving a woman in peril.,6,Accion,libertas,2010
-,T. Huff,Angela Brown,"Sergeant Dana Williams is out for revenge. The no-nonsense police officer sets out to avenge the death of her sister who commits suicide -- devastated that her boyfriend has married his long-time true love. Hell bent on making them pay, Dana relentlessly pursues the couple who crushed her sister's heart. Can anyone stop her?",20,Accion,the love you save,2010
-,Mikael Gustafson,Brian Wind,"A quarreling married couple finds themselves driving through a dangerously fierce snowstorm. Disaster strikes when their vehicle is forced off the road and into a tree, with a newborn baby left helpless in the backseat. The husband is forced to make a choice whether to run for help, or stay in the car to warm his family from the freezing cold.",5,Accion,forty below,2010
-,Dawn Fidrick,"['Jeremy Carr', 'Dawn Fidrick']",An Arctic Fox finds friendship in the most unlikely of places when his role in nature is reversed.,5,Accion,ebb & flow,2010
-,"['Anders Ahlberg', 'Anna Östh']","['Anders Ahlberg', 'Anna Östh']","Conny is fed up being the one who always has to dismember the bodies, plan the murders, cook, clean up and wash the bloodied clothes. Carina doesn't even notice half of the work he puts in. Conny has had enough and a brutal fight for equality ensues.",12,Accion,det räcker nu!,2010
6.4,Henry Darke,"['Henry Darke', 'Harry Wootliff']","Bud, 19, is profoundly deaf. His best friend is leaving town and soon he'll have no one to talk to. He's going to have to learn how to stand up for himself and fast.",15,Accion,big mouth,2010
9.6,"['Paul Kramer', 'Nicole Hendrix']","['Paul Kramer', 'Hus Miller']","They're everywhere. But what are they? Vampires? Aliens? Zombies? Whoever they are, they have an insatiable appetite for more money, possessions, power and... human flesh. They could be anyone: your family member, your best friend, your boss. Strange television commercials and radio ads play on every channel. Seductive billboards can be seen everywhere. Homelessness i... Leer todo",9,Accion,crave,2010
6.2,Gerardo Maravilla,Gerardo Maravilla,"Antoine is out looking for a good time when he spots Donna on the side of the road. However, Donna's got a secret... Starring Ashly Burch of the web series, 'Hey Ash Whatcha Playin,' DONNA hearkens back to the Grindhouse films of the 1970s.",7,Accion,donna,2010
7.9,Kevin Ulrich,"['David Hoffman', 'Karyn Musch', 'Brian Ulrich']","A student film, combining traditional stop-motion animation with live action film techniques, bringing the mythological realm of Chaisson vividly to life.",29,Accion,chaisson: rise of the zerad,2010
6.2,Ivan Sikavica,Ivan Skorin,Four friends celebrate a victory of their local football club but the situation escalates into chaos as the group stumbles upon a police patrol car.,11,Accion,spansko the continent,2010
-,"['Michael Basich', 'Dalton Paley']",-,"'Open Space' (The untold stories of Mike Basich) is a film about the last 25 years of Mikes life from as a child with his struggles, to finding snowboarding in a time (mid 80's) when it was not a welcome sport. To giving it all up in the peak of competing in the X-Games to search for what met the most to him, a wide Open Space to create and find out who he was.",37,Accion,open space: the untold stories of mike basich,2010
-,Thomas Patrick,Thomas Patrick,A middle aged man plans a weekend of hunting at a cabin. But his solo adventure turns to terror when he encounters another presence in the forest.,14,Accion,stag,2010
-,Joel Loukus,W. Tyr Rollins,A villager is left for dead. Upon being visited by an unknown entity he finds himself imbued with enough power to rescue his friend and avenge his death.,18,Accion,eidolon,2010
-,Seng Chen,-,"A man on the run for reasons only he knows. When opportunity finds him, is he as prepared as he wants to be?",4,Accion,run,2010
-,Matt Hilferty,"['Matt Hilferty', 'Thomas P. Quigley']",Method actor/action superstar Rob Roar turns to embittered office drone Bill when he walks off the set of his latest film. It's up to Bill to tame Roar for a typical day at the office.,12,Accion,rob roar,2010
6.4,Julius Amedume,"['Julius Amedume', 'Joe Mattei']","Roman is flown in to do a job, maybe his last. It is the evening before Jasper's financial wrong doings become public and Jasper's co- conspirators are unsure if Jasper will talk or take the fall. What should be a straightforward pick up and drop off for Roman is not, it seems Jasper wants to make one last stop along the way.",25,Accion,precipice,2010
-,Hammad Rizvi,Hammad Rizvi,"In a dystopian world, two rebels attempt to dismantle an aggressive regime from within. While employed at a weapons facility, a mistake is made which forces the two spies to reevaluate their priorities.",10,Accion,haze,2010
6.7,Evert de Beijer,Evert de Beijer,"A high school student is addicted to a computer game in which he protects as a bodyguard a sexy female mega singer against all kinds of attacks. That way he scores her love. But that addiction goes at the cost of his home work and his sense of reality, until a girl of his class gives him a real kiss.",12,Accion,get real!,2010
-,Gregory Dixon,Gregory Dixon,"Two American WWII soldiers must battle the destruction and agony of war, while one soldier's agony continues at home.",5,Accion,disordered,2010
8.2,Yuta Okamura,"['Yuta Okamura', 'Kadhja Bonet']",An experienced Samurai who gets transported forward in time to modern day America by a witch and her hired help. Here he meets an anime fanatic who makes it his mission to return the Samurai Gonzo to his rightful time and place.,6,Accion,the lost samurai,2010
-,Jesse Pattison,Laura Clapper,Want to know how to calm a hurricane? Maybe you'd rather hear how to make sewage more palate-cleansing than spring water? Or better still - how can you avoid lawn work for the rest of your life and save the planet in the process? Surfrider Foundation's 'The Cycle of Insanity: The Real Story of Water' answers all these questions and more by taking a sober look at some ... Leer todo,20,Accion,cycle of insanity: the real story of water,2010
-,James Stevens,"['Sarah Russell', 'James Stevens']","Time for a Hero is a story about one man who wants to become a super hero so badly that he loses sight of what it takes to be a real hero. Tate, an average ordinary guy, realizes that he has the potential to be the sidekick of his town's hero aptly named Hero. When Hero tells him he isn't good enough to work with him, Tate takes matters into his own hands.",17,Accion,time for a hero,2010
-,Brandon Law,Brandon Law,"Four masters, but one wants to be the true master. At all costs. Even if it means their death.",10,Accion,the true master,2010
6.3,-,Fraser Coull,"Two best friends who just happen to be a pair of the best spies in the business, we follow the girls through their dangerous missions against evil, corrupt arms dealers, and rogue spies, while we also get an insight into their friendship. With a perfect balance between their personal and professional relationship, can anything go wrong?",8,Accion,hush,2010
8.1,Troy Ruff,"['Heather Ruff', 'Troy Ruff']","An outlaw is on the run, and the sheriff in town is hunting him down. He will not stop for anything, no matter costs. Until he finds out who the outlaw is. Then he has a hard decision to make. Live or Die.",6,Accion,by hook or crook,2010
-,Joseph Soutullo,Bo Crutcher,A wannabe superhero tries to compete in a world of real superheroes.,10,Accion,not so super: the diary of a wannabe,2010
-,Sebastian Steins,"['Nathan Feuerberg', 'Ousa Khun', 'Samedy Khun']",They were supposed to be searching for a new home. Instead they went looking for revenge.,25,Accion,betty goes boom,2010
-,Karl Slater,Karl Slater,Mickey needs to get his popular 'underground pirate radio station back on the air as a matter of urgency but as day turns to night and with the clock ticking will Tony and his unlikely side kick manage to 'sling up' a new antenna and transmit on time in the City Of London?,22,Accion,frequency,2010
6.2,Joey Wong,Joey Wong,-,-,Accion,salvage,2010
-,Lhennards Acuña,Lhennards Acuña,"One teacher stands in the way of a young girl's dream of becoming a samurai. Desperate to prove to the master of her worth, she realizes that the way to defeat her opponent is with her honesty, ingenuity... and through his stomach.",13,Accion,onigiri,2010
-,Lyle Pisio,-,A bartender fantasizes about what he'd like to do to some patrons.,7,Accion,wrecking ball,2010
-,Sade Tah,Sade Tah,"Three guys work together on an illegal deal and bury a bag they stole, when it comes to collection time they find their only enemy are within themselves.",7,Accion,every man for himself,2010
7.9,Stephan Berwick,Stephan Berwick,"The Final Weapon is a poetic action drama, (featuring the music of Lou Reed), about holding, using, and protecting an ancient form of martial art that when employed, renders the user invincible for 20 minutes, after which he/she dies. The film explores the question of who is more important - those whom are given the fatal responsibility to use overwhelming power or th... Leer todo",15,Accion,final weapon,2010
-,Jack Herbert,Jack Herbert,"An unconventional hero meets an attractive woman in the park where she has paused for breath whilst out jogging. A delightful and flirtatious connection is made. Then, just before he can ask her out, she runs off. The moment of truth has arrived: he hesitates, but then sets off in pursuit. Adventure ensues as he chases her through the streets of London, always remaini... Leer todo",8,Accion,now or never,2010
-,"['Nir Panigel', 'Amit Tishler']","['Nir Panigel', 'Amit Tishler']","Woke up in the morning. It's just another casual day, just another average job, just another level to complete.",11,Accion,continue?,2010
-,"['John Bauwens', 'Mark Harrington']","['John Bauwens', 'Ryan Celli', 'Mark Harrington']",A detective tries to take revenge after a drug lord murders his partner. But things get extreme when he is assigned a new transfer to fill his dead friend's shoes.,25,Accion,street sweepers,2010
-,Sonia Schnee,Sonia Schnee,"Three young men dream about seducing a beautiful, mysterious girl they saw earlier in the day. As their sleep deepens, their fantasies begin to overlap, turning their friendship into a full swing-out rivalry.",6,Accion,want you bad,2010
-,Suzanne J. Studer,Suzanne J. Studer,Polly survives the horror of multiple parking tickets for her Pie Delivery truck.,4,Accion,polly's pies,2010
-,Kev Stock,"['Sven Latzke', 'Kev Stock']","Arrividerci, Signore Fuccini is a madcap short tackling racism, horse racing, illegal gambling, pawn shop etiquette, and the going rate for used TV/VCR combos on the gray market.",15,Accion,"arrividerci, signore fuccini",2010
7.0,"['Joe Cobden', 'Benjamin Steiger Levine']",Joe Cobden,"A short slow-motion bar brawl. A young woman has to literally fight her way through the bar just to meet a guy worth considering. This stunning dance fight is a love letter to Montreal's night-life, with music from 'Plants and Animals' front man, Warren Spicer.",4,Accion,slow dance,2010
6.6,Michael Elkin,Michael Elkin,Four friends on a weekend trip to Ireland quickly realize that the Banshee is not just an urban myth.,7,Accion,banshee,2010
-,Matt Lee,-,"For anyone who has ever had it tough in the workplace, your day has come.",6,Accion,pinhead,2010
-,Chad Aston,Ben Maclaine,-,4,Accion,war,2010
-,Carles Pamies,Carles Pamies,"LEAVES is a story of Violence in a precise historical context: County of Ribagorza, Spain, 1588. Some elements of fantasy take prominent role in a story of bandits and pilgrims that brings poetic undertones, nature and cruelty to the audience.",15,Accion,hojas,2010
-,"['Chris Ryons', 'Jae Greene', 'James Panetta']",Jae Greene,The tale of a modern day single father making ends meet by working as a stuntman and bounty hunter.,24,Accion,bounty chasers,2010
-,"['Madison Mc', 'Gaughy']","['Madison Mc', 'Gaughy', 'Shanna Mc', 'Cue']","This film is about Walter Bithers, a 20-year-old lay-about who is almost always unemployed and can't pay his bills. One day he is walking home after being fired again when he gets struck by lightning. After that he realizes that he has control over electronics and can steal money from ATMs. He thinks that he can improve his life by stealing, but in the end his girlfri... Leer todo",10,Accion,strike,2010
-,Jamel Wade,"['Ian Harmon', 'Jamel Wade']","Drug 101 is a story of an African American family who tries to use the illicit drug trade to free themselves from poverty and provide a safe haven for their children. One night the foolishness of this approach comes crashing down on them and sends them into a self-destructive spiral that takes years to stop. The father, the son Chip and the baby all die on the same ni... Leer todo",3,Accion,drugs 101,2010
-,John D'Agostino,"[""John D'Agostino"", 'Daniel Gurrola']","What if, with a push of a button you could travel back in time? What if you could correct the mistakes from your past? What if the nature of time could be manipulated by a simple cell phone application? Matt is an amateur computer programmer and college student who has inadvertently created a unique App that allows users to suddenly transport back in time! When Bobby ... Leer todo",9,Accion,app of time,2010
6.6,Nicolas Mahone,"['Jean Fuller-Scott', 'Nicolas Mahone']",An assassin becomes torn when the grittiness of her job conflicts with her moral conscious after an assignment gets out of hand.,13,Accion,no compromise,2010
6.0,Carlo Treviso,Carlo Treviso,"Fifty years after the first rover landings, mankind spreads upon Mars in waves. Peace and unity between the two planets is short lived as civil unrest leads to the beginnings of an interplanetary revolution.",6,Accion,freeborn,2010
9.0,Leila Jutton,Leila Jutton,"An ensemble comedy-thriller chronicling the escape from prison of a particularly murderous toaster and the way this affects the lives of both people and appliances in Brooklyn, NY. When the murderer, known only as 'The Toaster,' goes into hiding in an unsuspecting Goth girl's apartment, it's only a matter of time before the detectives who put him behind bars in the fi... Leer todo",13,Accion,the depraved little toaster strikes again,2010
6.5,"['Paul-Emile Boucher', 'Thomas Bozovic', 'Madeleine Charruaud']",Killoffer,"A man comes home. In his apartment, no sign of his girlfriend. Here begins his wandering in a black and white city, haunted by his memories of the loved woman.",5,Accion,après moi,2010
-,Norberto Zylberberg,"['Norberto Zylberberg', 'Norbi Zylberberg']","A short film that embraces, in a sarcastic and comedic way, the streetwise attitude of a young guy in the pursuit of a long delayed dream.",13,Accion,kidnappeando,2010
-,"['Paul-Emile Boucher', 'Paulin Cointot', 'Rémy Dupont']",Speedy Graphito,"In a dark city, a ninja boy wanders in the streets covered in graffiti. He's soon chased by a flow of bright colors.",5,Accion,evasion,2010
6.6,"['Marie Ayme', 'Martin Brunet', 'Alexandre Cazals']",Tchikioto,A fiery dog with magic powers burst into an ordered urban universe and disrupts its perfect machinery.,6,Accion,cosmic jungle,2010
-,Lowell Dean,"['Martin Blonski', 'Lowell Dean', 'Mandy Pavlovsky']",Juice Pigs is the outrageous action comedy short about a team of misfit cops - lead by a sassy female detective who go against the odds to take on the biggest corruption case their city has ever seen!.,41,Accion,juice pigs,2010
-,Josh O'Neill,Josh O'Neill,A mysterious stranger uncovers a dark and seedy underworld as he searches for answers to a tragic family story.,13,Accion,tale from the gun barrel,2010
-,Scott Kittredge,Scott Kittredge,When a portal to another dimension is ripped open by accident. Ricky and Danny your average everyday nerd and jock step up to fight back the menacing zombie animals. It's up to them to stop the zombies from trying to take over their school and soon the world.,3,Accion,kingu zi,2010
8.3,Alex Perry,Alex Perry,"After winning best lawn in America for 25 years straight, the newly inaugurated president of PETA is thrust into a battle of morals when forces of nature begin ravaging his prestigious lawn.",5,Accion,grow grass grow,2010
6.9,Shahir Daud,Shahir Daud,"A sharply observed true story. Set in 1990's New Zealand, Double Happy tells the story of Rory, a young teenager who starts his day with the best of intentions, but ends up committing a terrible crime.",15,Accion,double happy,2010
7.4,T.J. Parsell,T.J. Parsell,"A 17 year old boy is sent to an adult prison for robbing a Fotomat with a toy gun. He thinks he's going to a minimum security camp where they send non-violent, first-time offenders, but the prison psychologist rattles his world by informing him that he's going inside (inside the walls of a maximum security prison). Shot in the Hampton's, (at the Sag Harbor historic ja... Leer todo",10,Accion,fish: a boy in a man's prison,2010
-,Kenny Austin,Kenny Austin,"Gloria Senya travels to the United States to visit her long lost brother only to discover he has been incarcerated for a serious drug offense. She also discovers he has a five year old child that none of his family members was aware of, and the mother of the child is running scared.",34,Accion,gloria's journey,2010
-,Zarick Berger,Zarick Berger,"A man, hiding down in his cellar out of fear from the pandemic, gets a visitor.",9,Accion,(a(h1n1)),2010
-,Joe Knitt,Joe Knitt,"A highly personal film that reveals, sometimes we come to a point in our lives where we need to start over fresh.",16,Accion,walk away,2010
8.2,Tom Doherty,Tom Doherty,Tim and Sarah witness a murder while at their isolated beach house.,19,Accion,beach house get away,2010
-,Dan Tyler,Dan Tyler,'The Not So Altruistic Scientist' is about a naive-young scientist who is seemingly unable to succeed with his ambitions and is struggling to to achieve a 'Celebrity Status'. His assistant and partner has stood by his side throughout until he breaks his cool and begins testing unstable formula's on a pet chimpanzee. His assistant is emotionally attached to the chimpan... Leer todo,4,Accion,the not so altruistic scientist,2010
6.2,Vincent Lecrocq,"['Vincent Lecrocq', 'Salem Kali']","France, 2014. 8 condemned to death prisoners are the contestants of a real TV show. They must find the exit of a disused military experiment factory infested with mutant zombies within 2 hours. Only the last survivor can win the game.",26,Accion,survivant(s),2010
-,Kristin Holodak,Jennifer Roberson,Retirement from heroics doesn't always mean a quiet life.,6,Accion,time dog,2010
-,Titus Paar,"['Chris Malseed', 'Titus Paar']","Poignant tale of a bikie with a terminal illness who, despite his deep love for and concerns of his wife, calls on his mates to bust him out of hospital and strike out for one last ride.",12,Accion,freedom road,2010
4.9,Ryan Falcheck,"['Ryan Falcheck', 'Wes Ward']","After failing another attempt at discovering a major scientific discovery, wannabe time traveler and socially abandoned engineer, Alex Benton, along with a silly friend & off kilter neighbor, stumble upon an energy ball capable of teleporting things across the room.",15,Accion,from here to there,2010
-,Steven Krimmel,"['Dustin Yates', 'Steven Krimmel']","A young aspiring writer, Calvin, has imprisoned himself in his bedroom and is suffering from writer's block and procrastination. This is due to his being allured by the distractions of the ""outside world."" The dilemma is that he has promised himself not to leave the confines of his room until his story is complete. Meanwhile, inside the writer's brain, there is an ath... Leer todo",14,Accion,knots,2010
7.8,James Huang,James Huang,"Every fool wants a bite of that Golden Delicious, but don't mess with Johnny Karate.",4,Accion,the new adventures of johnny karate & golden delicious,2010
6.3,Eric W. Carlson,"['Eric W. Carlson', 'Maxwell Heesch', 'Andrew Neill']","A story of greed, violence, and maple syrup set in the serene backdrop of the Upper Midwest.",29,Accion,a lutefisk western,2010
8.5,Karolina Lewicka,Karolina Lewicka,A nine-year old girl finds courage to stand up against bullies.,7,Accion,in a heartbeat,2010
7.3,Matthew Tibbenham,Matthew Tibbenham,The File is a fast-paced sci-fi thriller set in the near future. It is about what could happen if the government had total control over its citizens and could monitor them through any video source. The government is able to track one man through various sources of video as he tries to escape their hold.,7,Accion,the file,2010
-,Ethan Siegel,"['Ethan Siegel', 'Stephanie Roulic', 'Scott Sousa']","Where there is white, there is always green; but where there is green, there are also gardeners.",6,Accion,white,2010
-,G. Lloyd Morris,G. Lloyd Morris,"After being released from prison, Evan has vowed that he is done with the life that has cost him his freedom. Though frustrated with broken promises, his brother Miles agrees to let Evan stay with him. The catch: 'be here in 20 minutes, otherwise, stay where you're at.' So begins the journey to pass through his old surrounding to reach his new opportunity. He's immedi... Leer todo",26,Accion,20 minutes an american tale,2010
-,R. Lahnin,-,"A drifter with no memory of his past, steals a phone from absent mined retail employee and get more than he bargained for.",-,Accion,touch,2010
-,Charlie Stough,Charlie Stough,"On the war-torn Eastern Front during the Second World War, a German soldier must reconcile his morals and sense of honor with his duty when ordered to execute captured partisans.",6,Accion,duty and conscience,2010
7.5,Leo Burton,Leo Burton,"A comedy about a duel at dawn, over a matter of honour.",16,Accion,the duel at blood creek,2010
-,Julian Diaz Merino,Julian Diaz Merino,"Robert, a man in his late 50's, is bored with his life. He is beaten by his everyday monotonous existence. He decides to commit suicide but he doesn't have the guts to do it, so he calls Harvey, a 16 year old confused kid who needs to kill someone to be accepted in a gang. They both meet.",13,Accion,infinite sadness,2010
-,Chad Madden,Chad Madden,"The mayor of a small town has a problem. A big one. And Iron Shield is supposed to take care of it, but when they refuse, an Iron Shield employee must decide if he'll leave the mayor high and dry or help get rid of the pest.",6,Accion,iron shield,2010
-,Lamar Edwards,"['Lamar Edwards', 'Tom Mc', 'Laughlin']","Nicolas Wilson, a former fighter in an illegal underground ring is forced to reunited with his past in an effort to save his family.",13,Accion,hayden,2010
-,Nick Harvey,-,"New American Movie is a video comprised of quick cuts and places/events such as the Taste of Chicago food festival, a Miami Beach nightclub, New York tourist spots, a sex-exposition, hippy concerts, and other spectacles across America. Drawn from over 50 hours of high definition video footage shot between 2008-2010, the movie seeks to draw relationships between the va... Leer todo",6,Accion,new american movie,2010
-,Thomas Sutherland,Thomas Sutherland,An amateur team of scientists believe they have found the cure for global warming. They soon find out that this is something that should have been left to the pros.,6,Accion,project dream,2010
-,Vic Tietze,Vic Tietze,"He bought himself a reduced sentence, but it wasn't enough. The break-out was the easy part. Now the cops want him, the mob wants him, but he can't make a clean escape until he makes one last, crucial stop.",13,Accion,one stop before leaving,2010
-,"['Keaton Mangelson', 'Kevin Lestarge']",-,"In the East, the ""Bardo"" is a state between life and death. Could this woodland, on the edge of winter, be an American Bardo? A grizzled hunter and a black dog wait with each soul's answer.",20,Accion,songs from the wood,2010
-,Jason Roth,"['Jason Roth', 'Sarah Sid']","The ongoing saga of Guy and Girl, two rockabilly rebels who ride, love, and murder their way across the post-apocalyptic desert landscape.",3,Accion,sticky fingers,2010
-,Roberto Fuertes Astór,Allison Shok,"Luke Perry stars in this silent film about two soul-mates who miss their chance to meet as children on a carousel. Twenty years later, the two children, all grown up, individually stumble upon the same carousel and decide to ride. Unbeknownst to them, they are simultaneously riding on opposite sides of the carousel. Will destiny play the same trick, or will the two lo... Leer todo",9,Accion,parallel carousel,2010
8.0,Hazim Bitar,Hazim Bitar,"A Palestinian man caught 30 meters beneath the surface of the earth in a Gaza tunnel, reflects on life as the end looms.",25,Accion,into the belly of the whale,2010
-,Pascal Payant,Pascal Payant,A woman seeking revenge on the guys who killed her friends.,4,Accion,next stop paradise,2010
-,Aliakbar Campwala,Aliakbar Campwala,A conference of an arms dealer in 2021 . What is the deal ?,5,Accion,momentum,2010
8.7,"['D.J. Holloway', 'James Monegan']",D.J. Holloway,A dormant secret agent is reactivated in order to combat a Russian underground terrorist.,20,Accion,stormdragon,2010
-,Adam Comiskey,Adam Comiskey,Maverick returns to the town of Big Whisker seeking vengeance for the evil deeds of the town's Sheriff and his posse of Cacti.,5,Accion,pancho,2010
7.8,Martin L. Kelley,"['Nate Hill', 'Dave R. Watkins']",Three friends take advantage of a zombie uprising to find justice for a murdered woman.,13,Accion,dead justice,2010
-,"['Graham Alexander', 'Ramon Alexander']",Graham Alexander,"All Canadians remember the golden goal in the Canada vs. USA Gold Medal Olympic Hockey Game 2010. It is part of history. But these two crazy Canadian hockey fans got so excited, they celebrated too much the night before and missed Canadian history.",7,Accion,missed the golden goal eh?,2010
6.1,Joshua Wexler,"['Robert Henny', 'Joshua Wexler']","The Marvel Super-Heroes (Spider-Man, Captain America, Iron Man, Hulk) arrive for a party at a deserted Buckingham Palace in London and are attacked by a giant robot.",9,Accion,marvel super heroes 4d,2010
6.1,Joseph Wilka,Joseph Wilka,Alien creatures invade and wreak havoc on a quiet college campus.,18,Accion,invaders,2010
7.2,"['Tim Mac', 'Kenzie-Smith']","['Al Campbell', 'Tim Mac', 'Kenzie-Smith']","Steven Mann is running late. Unemployed for months, he finally has an interview and he'll do whatever it takes to make it. But this is London, and it's not that easy.",11,Accion,downturn,2010
-,Adam Bork,-,"Marfa artist, Adam Bork revisits many of his artworks from the past 20 years and destroys many of them in the process.",13,Accion,art elimination project,2010
-,Shawn Montgomery,"['Brandon Fisher', 'Shawn Montgomery']","After a botched assignment, professional assassin Jack Speedman resigns himself to the inevitable arrival of his protégé, undoubtedly sent to finish him off. But Jack has one last lesson for his student.",7,Accion,ashes,2010
-,Christopher Jayawardena,Christopher Jayawardena,"A man waiting for the train home encounters an electrical phenomenon, then finds himself hunted by three mysterious men with violent intentions.",8,Accion,the ride home,2011
-,Charbel Ka,Charbel Ka,A fake TV ad to a perfume shows what different women are capable of to get it.,5,Accion,70's by grindhouse,2011
-,Murilo Cumin,Murilo Cumin,"Darklord escapes the underworld to avenge the death of his brother Archlord, again Joe is the only hope to stop him, but the villain may not be alone this time.",31,Accion,devil my cry 2,2011
-,Michael Slone,-,-,6,Accion,heaven and earth,2011
-,Michael Stewart,Michael Stewart,-,-,Accion,my way,2011
-,Patrick Willems,Matt Torpey,A guy fights the person who stole his milkshake.,1,Accion,milkshake fight,2011
-,Patrick Willems,Patrick Willems,Patrick shows new ways to attract comic book readers.,2,Accion,comic book marketing strategies,2011
-,Eric Whiteley,"['Shane Farley', 'Eric Whiteley']","An entry into The Lightsaber Choreography Competition IX. We originally weren't going to into this year into the LCC, but eventually decided to do an ""easy"" and non-serious attempt. Choreography takes a back seat to humor, so enjoy.",6,Accion,novices and novi,2011
-,Joshua van 't Hoff,-,-,4,Accion,eric,2011
-,Dave Ardito,-,-,-,Accion,7 minutes,2011
-,William Martinko,"['John Broome', 'Gil Kane', 'William Martinko']",-,4,Accion,lego green lantern,2011
-,Miguel Ángel Muñiz,Miguel Ángel Muñiz,-,-,Accion,serpiente,2011
-,Sylvain Pelissier,Sylvain Pelissier,-,-,Accion,bunker,2011
-,Vit Fic,Vit Fic,"I need money, that's what I want.",20,Accion,millions,2011
-,"['Jamison M. Lo', 'Cascio']","['Jamison M. Lo', 'Cascio']",-,-,Accion,fps mass,2011
-,"['Martín Campi', 'Olivier Pictet', 'Damien Giraud']",-,-,22,Accion,rip curl's gum: the movie,2011
9.8,Alex Kobbs,Alex Kobbs,"In this epic game of capture the flag, the blue and red team fight on the shores of Zanzibar.",27,Accion,battle of the brick: built for combat,2011
-,Kristine Meling Enoksen,Kristine Meling Enoksen,"A couple find themselves marooned on an island and hunted by a madman, who makes a bargain for his freedom.",14,Accion,gibney's island,2011
-,Manoj Raj,Manoj Raj,-,-,Accion,bloodlust,2011
-,"['Kenny Barrickman', 'Chris St.Croix']","['Kenny Barrickman', 'Chris St.Croix']",-,-,Accion,beyond the deal,2011
-,Tina Kilberg,Tina Kilberg,-,-,Accion,eye of the tiger,2011
-,Patrick Willems,"['Michael Curran', 'Patrick Willems']",Patrick and Mike make the only story with a whitewashed Luke Cage.,3,Accion,white luke cage,2011
-,Hrvoje Podobnik,Hrvoje Podobnik,The Slavonian ranger and nature lover Cik Borris sets out to pursue a group of hooligans who interrupted his picnic with his wife with loud folk music and a poorly controlled campfire.,5,Accion,cik boris protiv mucke djubradi,2011
-,Hrvoje Podobnik,Hrvoje Podobnik,The Slavonian ranger and nature lover Cik Boris is called to stop a group of delinquents dynamite fishing at a nearby lake.,8,Accion,cik boris protiv mucke djubradi 2,2011
-,Kirk Bowman,Kirk Bowman,"A wannabe hitman Duo in L.A. A girl's faked kidnapping in Berlin to steal ransom from ""Rich Daddy."" The struggle for the cash culminates in a brutal shooting. Then, at the height of desperation... they make a surprising discovery.",25,Accion,raw edge,2011
8.0,Jo Harris,-,Documentary to accompany the film's release showcasing the creativity in bringing the film to the silver screen. Highlighting 'behind the scenes' with cast and crew.,9,Accion,the making of - season of the witch,2011
-,Dinis Rodrigues,-,-,7,Accion,soul mates,2011
